# R@VT IREC 2026 (Up to date)
# 3169 data points written for 15 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (23.1 m/s):  "SkyAngle Classic II 36 [Cd 1.34 (8.4 oz) 56.6 in^3] With Shock Cord"
#   Recovery device deployment at high speed (23.7 m/s):  "SkyAngle Classic Cert-3 XL (MUTD)"
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Latitude (° N),Longitude (° E),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Gravitational acceleration (m/s²),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
7.155851562499707,1517.0446381068116,1718.2126381068115,211.62954998882873,213.91820982649242,-17.70151508778672,17.741600251755955,37.19479142170053,-80.39212785671802,0,0.323380316138332,0.227082889917443,9.79394239485005,0.01,0.3279095
7.165851562499707,1519.1600488031459,1720.328048803146,211.45261647652129,213.74143276621302,-17.685187812594428,17.72513294993368,37.194791423280485,-80.39212434235465,0,0.250205033074281,0.306733608079815,9.793935892696618,0.01,0.328158667
7.175851562499707,1521.273690980087,1722.441690980087,211.27584604844554,213.5648217934833,-17.668897175110555,17.708704474874306,37.19479142486106,-80.39212082933086,0,0.105471162187272,0.381254115999536,9.793929395985563,0.01,0.32842425
7.185851562499707,1523.3855662666713,1724.5535662666712,211.09923834429736,213.38837650275264,-17.652641929332262,17.6923140704971,37.194791426442244,-80.39211731764371,0,-0.088473023849722,0.385577745933832,9.793922904711865,0.01,0.328675542
7.195851562499707,1525.4956762883985,1726.6636762883986,210.92279302931755,213.21209648992684,-17.63642092984345,17.675961033110315,37.194791428024025,-80.39211380729029,0,-0.229553417394829,0.321399530880255,9.793916418870513,0.01,0.328922083
7.205851562499706,1527.6040226674734,1728.7720226674733,210.7465097468069,213.0359813523507,-17.620234957687604,17.659645708886597,37.19479142960645,-80.39211029826778,0,-0.304616839581934,0.251145379095723,9.7939099384565,0.01,0.3291825
7.215851562499706,1529.7106070223745,1730.8786070223746,210.5703881433702,212.86003068882172,-17.604084464917833,17.643368266327183,37.19479143118953,-80.3921067905734,0,-0.342852179936298,0.195173891862448,9.79390346346484,0.01,0.329431333
7.225851562499706,1531.8154309682416,1732.9834309682415,210.3944278796906,212.68424409956106,-17.587965190584093,17.627126295686402,37.19479143277334,-80.39210328420437,0,-0.360924074832269,0.156469122205339,9.793896993890549,0.01,0.329684625
7.235851562499706,1533.9184961169763,1735.0864961169764,210.21862867133777,212.5086211862194,-17.57187440233619,17.61091821522637,37.194791434357974,-80.39209977915803,0,-0.36994115364512,0.127427261411858,9.793890529728655,0.01,0.329931167
7.245851562499706,1536.0198040777475,1737.1878040777474,210.04299024038866,212.33316155184045,-17.55581120281666,17.59474344365009,37.194791435943465,-80.39209627543181,0,-0.375638437132862,0.107667256670107,9.793884070974201,0.01,0.330181167
7.255851562499705,1538.1193564567504,1739.2873564567503,209.86751226730732,212.15786480084765,-17.539782318446605,17.57860559029459,37.194791437529894,-80.39209277302318,0,-0.379447949609352,0.089761233734996,9.79387761762223,0.01,0.330433542
7.265851562499705,1540.2171548570188,1741.3851548570187,209.69219444730402,211.98273053905962,-17.52377982467085,17.562500223058105,37.19479143911738,-80.39208927192975,0,-0.380579176396727,0.074239471711264,9.793871169667803,0.01,0.33068625
7.275851562499705,1542.313200878785,1743.4812008787849,209.5170365193907,211.80775837367764,-17.507804182368538,17.54642750855116,37.194791440706,-80.39208577214912,0,-0.38170937894941,0.05862444326866,9.793864727105987,0.01,0.33094225
7.285851562499705,1544.407496119614,1745.575496119614,209.34203822406113,211.63294791325498,-17.491852682937534,17.530385868544563,37.1947914422959,-80.39208227367907,0,-0.380741662169612,0.044453389860072,9.793858289931848,0.01,0.331220667
7.295851562499705,1546.5000421746597,1747.6680421746596,209.16719931368365,211.4582987676805,-17.475925783606208,17.514375471084396,37.19479144388721,-80.39207877651747,0,-0.3805451427857,0.029069370418605,9.793851858140467,0.01,0.331470208
7.305851562499704,1548.590840636514,1749.758840636514,208.99251954935542,211.28381054817402,-17.46002429977501,17.498396684670958,37.19479144548008,-80.39207528066228,0,-0.37880254786559,0.010410376794436,9.793845431726941,0.01,0.331721708
7.315851562499704,1550.679893095404,1751.8478930954038,208.81799867865317,211.10948286725835,-17.444147318615748,17.482448921588553,37.19479144707469,-80.39207178611164,0,-0.377344575890449,-0.011532707287091,9.793839010686362,0.01,0.331973917
7.325851562499704,1552.7672011389648,1753.9352011389647,208.6436364303769,210.93531533875992,-17.428301548428443,17.46653580843472,37.194791448671225,-80.39206829286373,0,-0.375373539411701,-0.033872052531137,9.793832595013837,0.01,0.332226333
7.335851562499704,1554.8527663517866,1756.0207663517867,208.46943248514313,210.76130757781456,-17.412485083589694,17.450656223077697,37.194791450269854,-80.39206480091678,0,-0.370221646563217,-0.060606925646937,9.793826184704477,0.01,0.332471
7.345851562499703,1556.936590315565,1758.104590315565,208.29538657182732,210.58745920088387,-17.39669629255934,17.43480919264896,37.194791451870735,-80.39206131026916,0,-0.361640920495093,-0.095255647373483,9.793819779753404,0.01,0.332717042
7.355851562499703,1559.0186746091213,1760.1866746091214,208.12149838964385,210.41376982571956,-17.38093902996105,17.4189967824916,37.194791453474,-80.39205782091928,0,-0.343982492497761,-0.143731788993396,9.793813380155756,0.01,0.332961958
7.365851562499703,1561.0990208082274,1762.2670208082272,207.94776762954706,210.24023907137638,-17.365212863799385,17.403218682310186,37.19479145507981,-80.39205433286564,0,-0.308147487743811,-0.209197182977471,9.793806985906663,0.01,0.333211917
7.375851562499703,1563.1776304854052,1764.3456304854053,207.7741939433673,210.06686655821136,-17.349523361774377,17.38747791798696,37.19479145668829,-80.39205084610668,0,-0.233998111211851,-0.289549425495507,9.793800597001288,0.01,0.333459833
7.385851562499703,1565.2545052096475,1766.4225052096476,207.60077699269223,209.8936519078964,-17.33386631593401,17.371772091214147,37.1947914582996,-80.39204736064104,0,-0.098380533899309,-0.358336704150295,9.793794213434786,0.01,0.333706042
7.395851562499702,1567.3296465466608,1768.4976465466607,207.4275164410426,209.7205947434091,-17.318243415946895,17.356102072019105,37.19479145991385,-80.39204387646726,0,0.060424587539961,-0.366057331182499,9.793787835202327,0.01,0.333953625
7.405851562499702,1569.4030560587837,1770.5710560587836,207.2544119515777,209.54769468902356,-17.302653725609197,17.34046727487838,37.194791461531146,-80.39204039358394,0,0.185099763077969,-0.321338026171915,9.793781462299101,0.01,0.334200583
7.415851562499702,1571.474735304901,1772.6427353049012,207.08146317994178,209.374951370313,-17.28710027502992,17.32486932521714,37.19479146315154,-80.39203691198976,0,0.258574996415427,-0.266199896408044,9.793775094720292,0.01,0.3344485
7.425851562499702,1573.5446858403666,1774.7126858403667,206.90866975805733,209.20236441414247,-17.27158323645131,17.30930826031452,37.19479146477507,-80.39203343168337,0,0.300422224926935,-0.218700939033016,9.793768732461116,0.01,0.334699667
7.435851562499702,1575.6129092167437,1776.7809092167436,206.73603129333583,209.02993344868702,-17.256111282150417,17.293788843832903,37.19479146640173,-80.39202995266342,0,0.325505490979529,-0.184458451572913,9.793762375516778,0.01,0.334950833
7.445851562499701,1577.6794069813059,1778.847406981306,206.56354731967718,208.85765810346618,-17.24068366868491,17.278310615152716,37.194791468031546,-80.39202647492856,0,0.339796022255986,-0.158983662374069,9.793756023882509,0.01,0.335211292
7.455851562499701,1579.7441806768563,1780.9121806768562,206.39121741808898,208.68553800931818,-17.225296143951823,17.262871150389557,37.19479146966445,-80.3920229984773,0,0.351479905821781,-0.135446167163425,9.793749677553553,0.01,0.335462208
7.465851562499701,1581.8072318420059,1782.975231842006,206.21904117328876,208.51357279839814,-17.209952686378184,17.247472612572352,37.194791471300434,-80.39201952330822,0,0.360156598657014,-0.115241590672428,9.793743336525166,0.01,0.335711292
7.475851562499701,1583.8685620111983,1785.0365620111984,206.04701815365672,208.34176210416814,-17.19465254890613,17.23211453783643,37.194791472939386,-80.3920160494198,0,0.367511609782508,-0.097650118579974,9.793737000792614,0.01,0.33596325
7.4858515624997,1585.9281727144084,1787.0961727144086,205.87514789630464,208.1701055614185,-17.179400595794313,17.216799590469325,37.194791474581216,-80.39201257681046,0,0.374188931013639,-0.082167992989032,9.793730670351183,0.01,0.336225792
7.4958515624997,1587.9860654767956,1789.1540654767955,205.70342991042264,207.99860280627414,-17.164198849691573,17.20152885998509,37.194791476225795,-80.39200910547858,0,0.380234291429591,-0.068024248743955,9.793724345196162,0.01,0.336470667
7.5058515624997,1590.0422418185972,1791.2102418185973,205.53186370149623,207.82725347618927,-17.149044906982123,17.186300962456198,37.194791477873004,-80.39200563542244,0,0.384828703679621,-0.054633380883707,9.793718025322871,0.01,0.336716917
7.5158515624997,1592.0967032552787,1793.2647032552786,205.360448796462,207.656057209916,-17.133939299906555,17.171116162054307,37.1947914795227,-80.39200216664015,0,0.390158203037483,-0.042828002409813,9.793711710726637,0.01,0.336962125
7.5258515624997,1594.1494512972486,1795.3174512972487,205.18918467761492,207.4850136475417,-17.118884703779727,17.155975917239136,37.19479148117472,-80.39199869912986,0,0.393853612601182,-0.030647626131456,9.793705401402795,0.01,0.337208542
7.535851562499699,1596.2004874500283,1797.3684874500282,205.018070879454,207.31412243042848,-17.103876985395505,17.140877875939417,37.194791482828904,-80.39199523288949,0,0.398007681518269,-0.015180374262808,9.793699097346702,0.01,0.337459042
7.545851562499699,1598.2498132143633,1799.4178132143634,204.84710691684882,207.14338320123215,-17.088917301943475,17.125822653586017,37.19479148448509,-80.39199176791698,0,0.400767728439114,0.00319178584735,9.793692798553739,0.01,0.337703583
7.555851562499699,1600.2974300863573,1801.4654300863572,204.67629233013642,206.97279560386443,-17.074001670141545,17.110807987880705,37.19479148614306,-80.3919883042101,0,0.402616515429354,0.022677956456489,9.793686505019284,0.01,0.337949417
7.565851562499699,1602.3433395574864,1803.5113395574863,204.50562666468494,206.8023592834985,-17.0591311867784,17.095834460534945,37.19479148780259,-80.39198484176663,0,0.403325438367243,0.042991600995438,9.793680216738744,0.01,0.338205333
7.575851562499699,1604.3875431147712,1805.5555431147714,204.33510948603026,206.63207388654956,-17.04430636422146,17.08090232521468,37.194791489463505,-80.39198138058423,0,0.403425272474249,0.064736394181957,9.793673933707527,0.01,0.338492542
7.585851562499698,1606.430042240711,1807.598042240711,204.16474031999493,206.46193906069834,-17.029528805448294,17.066012454043733,37.19479149112563,-80.39197792066051,0,0.401885470721328,0.087232305800575,9.793667655921062,0.01,0.338740292
7.595851562499698,1608.4708384131056,1809.6388384131055,203.9945187073428,206.29195445486715,-17.014793006347745,17.051161713497045,37.19479149278883,-80.391974461993,0,0.396583971809511,0.114225304099303,9.793661383374797,0.01,0.338987792
