Time,State,Board Temp (C),Deploy Percent (%),Altitude,Velocity,Linear Acceleration X,Linear Acceleration Y,Linear Acceleration Z,Quarterion W,Quarterion X,Quarterion Y,Quarterion Z
408291054,0,19.18,0,1400.38,-1.47,0.69,0.04,0.98,0.36,0.72,0.12,0.59
408417673,0,19.65,0,1400.38,-0.91,-0.11,-1.20,0.34,0.36,0.72,0.12,0.59
408541054,0,20.12,0,1400.38,-0.58,1.42,0.88,0.61,0.36,0.72,0.12,0.59
408667682,0,19.65,0,1400.38,-0.27,-1.11,-0.88,1.25,0.36,0.72,0.12,0.59
408791053,0,19.65,0,1400.38,-0.14,0.34,-1.46,0.00,0.36,0.72,0.12,0.59
408917690,0,19.65,0,1400.38,-0.02,0.53,0.89,1.15,0.36,0.72,0.12,0.59
409041053,0,20.12,0,1400.38,0.07,0.37,-1.26,0.51,0.36,0.72,0.12,0.59
409167914,0,19.65,0,1402.81,6.37,0.25,-1.29,0.95,0.36,0.71,0.12,0.59
409291056,0,19.18,0,1402.81,4.46,0.59,-0.67,0.74,0.36,0.71,0.12,0.59
409419026,0,19.18,0,1402.81,3.00,-0.12,-0.64,0.58,0.36,0.71,0.12,0.59
409541054,0,19.65,0,1402.81,2.18,0.72,-0.90,1.60,0.36,0.71,0.12,0.59
409667663,0,20.12,0,1402.81,1.49,0.55,-0.39,0.37,0.36,0.72,0.12,0.59
409791054,0,19.65,0,1402.81,1.07,0.68,-0.04,0.87,0.36,0.72,0.12,0.59
409917655,0,18.71,0,1402.81,0.83,0.63,-0.76,0.91,0.36,0.71,0.12,0.59
410041054,0,19.65,0,1402.81,0.63,-0.68,-1.09,0.70,0.36,0.72,0.12,0.59
410167678,0,19.65,0,1398.62,-9.94,-0.56,-0.37,1.40,0.36,0.72,0.12,0.59
410291051,0,19.65,0,1398.62,-6.71,-1.74,-1.08,0.28,0.36,0.72,0.12,0.59
410417673,0,19.65,0,1398.62,-4.39,-0.38,-0.31,0.50,0.36,0.72,0.12,0.59
410541054,0,20.12,0,1398.62,-2.91,2.35,-1.17,1.44,0.36,0.72,0.12,0.59
410667701,0,19.65,0,1398.62,-1.86,-0.52,-1.97,0.26,0.36,0.72,0.12,0.59
410791057,0,20.12,0,1398.62,-1.21,0.84,-0.95,1.05,0.36,0.71,0.12,0.59
410918435,0,19.18,0,1398.62,-0.70,-0.30,-0.99,0.21,0.36,0.72,0.12,0.59
411041055,0,20.12,0,1398.62,-0.43,1.15,-0.89,1.16,0.36,0.71,0.12,0.59
411169508,0,20.12,0,1399.00,0.74,-0.58,-0.87,0.96,0.36,0.72,0.12,0.59
411291053,0,19.65,0,1399.00,0.55,-0.92,-0.60,0.24,0.36,0.72,0.12,0.59
411420763,0,20.12,0,1399.00,0.45,0.59,-1.26,0.89,0.36,0.71,0.12,0.59
411541119,0,20.12,0,1399.00,0.41,-1.06,-1.19,0.76,0.36,0.72,0.12,0.59
411671298,0,19.65,0,1399.00,0.33,1.05,-0.67,0.62,0.36,0.72,0.12,0.59
411791051,0,18.71,0,1399.00,0.28,0.10,-0.33,0.19,0.36,0.72,0.12,0.59
411917687,0,19.65,0,1399.00,0.28,1.65,-0.61,1.39,0.36,0.71,0.12,0.59
412041054,0,20.12,0,1399.00,0.28,-0.77,-0.21,0.05,0.36,0.71,0.12,0.59
412167704,0,20.12,0,1400.75,4.22,1.46,-0.36,0.30,0.36,0.71,0.12,0.59
412291053,0,19.18,0,1400.75,3.01,-0.24,0.17,1.73,0.36,0.72,0.12,0.59
412417687,0,19.18,0,1400.75,2.04,-0.07,1.49,-0.30,0.36,0.72,0.12,0.59
412541055,0,20.12,0,1400.75,1.48,2.60,0.17,0.81,0.36,0.72,0.12,0.59
412668051,0,18.71,0,1400.75,1.07,-0.43,-1.26,-0.04,0.36,0.72,0.12,0.59
412791051,0,19.18,0,1400.75,0.75,1.13,-0.72,0.64,0.36,0.72,0.12,0.59
412919310,0,19.65,0,1400.75,0.61,0.84,-0.23,1.24,0.36,0.71,0.12,0.59
413041053,0,19.18,0,1400.75,0.50,-0.82,-1.14,0.21,0.36,0.72,0.12,0.59
413170537,0,19.65,0,1402.56,4.40,0.20,-1.34,0.90,0.36,0.72,0.12,0.59
413291053,0,19.18,0,1402.56,3.11,0.81,-0.89,0.74,0.36,0.72,0.12,0.59
413421272,0,20.12,0,1402.56,2.11,0.70,-0.88,0.33,0.36,0.72,0.12,0.59
413541054,0,20.12,0,1402.56,1.51,1.24,-0.02,1.08,0.36,0.72,0.12,0.59
413667710,0,19.65,0,1402.56,1.09,0.42,-0.77,0.18,0.36,0.71,0.12,0.59
413791055,0,19.65,0,1402.56,0.82,0.03,0.00,0.66,0.36,0.71,0.12,0.59
413917679,0,19.18,0,1402.56,0.65,-1.10,-0.51,1.18,0.36,0.72,0.12,0.59
414041051,0,20.12,0,1402.56,0.49,1.19,-0.67,0.39,0.36,0.72,0.12,0.59
414167716,0,20.12,0,1399.94,-5.19,0.54,-0.67,0.45,0.36,0.72,0.12,0.59
414291054,0,19.65,0,1399.94,-3.48,1.37,-0.42,0.69,0.36,0.72,0.12,0.59
414418111,0,19.18,0,1399.94,-2.21,-0.10,-0.60,1.07,0.36,0.71,0.12,0.59
414541054,0,19.65,0,1399.94,-1.46,-0.40,-0.88,0.54,0.36,0.71,0.12,0.59
414669351,0,19.65,0,1399.94,-0.87,0.14,-1.10,1.20,0.36,0.71,0.12,0.59
414791052,0,20.12,0,1399.94,-0.49,0.20,-1.70,0.76,0.36,0.72,0.12,0.59
414919993,0,19.18,0,1399.94,-0.26,1.62,-0.56,0.46,0.35,0.72,0.12,0.59
415041240,0,19.65,0,1403.56,10.82,0.14,-0.68,0.19,0.35,0.72,0.12,0.59
415167752,0,19.18,0,1403.56,7.24,2.63,-1.01,1.24,0.35,0.72,0.12,0.59
415291052,0,20.12,0,1403.56,5.01,-0.01,-0.51,0.27,0.35,0.72,0.12,0.59
415417741,0,19.18,0,1403.56,3.41,2.78,-1.05,0.72,0.35,0.71,0.12,0.59
415541053,0,19.65,0,1403.56,2.43,-0.90,-2.59,1.21,0.35,0.71,0.12,0.59
415667753,0,19.65,0,1403.56,1.67,1.35,0.24,0.53,0.35,0.71,0.12,0.59
415791052,0,20.12,0,1403.56,1.22,0.36,0.37,1.30,0.35,0.71,0.13,0.59
415917750,0,19.65,0,1403.56,0.88,0.65,-0.43,0.16,0.35,0.72,0.13,0.59
416041056,1,19.65,0,1401.12,-6.71,0.11,0.65,0.98,0.35,0.71,0.13,0.59
416178222,1,19.18,0,1401.12,-4.19,-0.38,-0.31,1.32,0.35,0.71,0.13,0.59
416301781,1,19.65,0,1401.12,-2.81,-0.25,-1.76,-0.11,0.35,0.71,0.13,0.59
416429580,1,19.65,0,1401.12,-1.79,0.32,-0.98,0.94,0.35,0.71,0.13,0.59
416551781,1,19.18,0,1401.12,-1.15,0.97,-1.42,0.97,0.35,0.71,0.13,0.59
416680611,1,19.65,0,1401.12,-0.71,1.18,-1.51,-0.20,0.34,0.71,0.13,0.60
416801781,1,19.65,0,1401.12,-0.41,0.76,-1.76,0.68,0.35,0.71,0.13,0.60
416927721,1,20.12,0,1401.12,-0.15,0.28,-1.23,0.81,0.35,0.71,0.14,0.60
417051780,1,19.65,0,1402.50,3.67,0.00,0.60,0.29,0.35,0.71,0.14,0.59
417177681,1,19.65,0,1402.50,2.56,0.85,0.15,1.43,0.35,0.71,0.14,0.59
417301780,1,19.18,0,1402.50,1.82,0.19,-1.38,0.46,0.35,0.71,0.14,0.59
417427913,1,19.65,0,1402.50,1.28,1.02,-0.17,1.26,0.35,0.71,0.15,0.59
417551780,1,20.12,0,1402.50,0.99,0.16,0.69,0.93,0.35,0.71,0.15,0.59
417677691,1,19.18,0,1402.50,0.71,0.26,-0.34,0.74,0.35,0.71,0.15,0.59
417801783,1,19.65,0,1402.50,0.58,0.61,-1.14,0.50,0.35,0.71,0.15,0.59
417928281,1,19.18,0,1402.50,0.48,0.30,-2.06,1.27,0.35,0.71,0.15,0.59
418051784,1,18.71,0,1401.62,-1.92,-0.20,-0.54,0.79,0.35,0.71,0.15,0.59
418179402,1,20.12,0,1401.62,-1.18,0.25,-1.49,0.16,0.35,0.71,0.15,0.59
418301783,1,20.12,0,1401.62,-0.76,-0.43,-1.81,0.90,0.35,0.71,0.15,0.59
418427960,1,19.65,0,1401.62,-0.40,0.58,-0.59,0.91,0.35,0.71,0.15,0.59
418551782,1,20.12,0,1401.62,-0.21,0.17,-1.01,0.27,0.35,0.71,0.15,0.59
418681353,1,19.65,0,1401.62,-0.04,2.56,0.18,1.13,0.35,0.71,0.15,0.59
418801781,1,19.65,0,1401.62,0.04,0.88,-0.11,0.17,0.35,0.71,0.15,0.59
418927755,1,20.12,0,1401.62,0.14,1.55,-0.02,0.64,0.35,0.71,0.15,0.59
419051782,1,19.18,0,1403.50,4.97,0.17,-0.74,0.52,0.35,0.71,0.15,0.59
419177747,1,20.12,0,1403.50,3.38,0.60,-0.02,1.31,0.35,0.71,0.16,0.59
419301780,1,19.18,0,1403.50,2.43,-1.05,-0.41,1.07,0.35,0.71,0.16,0.59
419427945,1,19.65,0,1403.50,1.67,-0.98,-0.14,1.19,0.34,0.71,0.16,0.59
419551781,1,19.18,0,1403.50,1.24,1.15,-1.35,0.72,0.34,0.71,0.16,0.59
419677995,1,19.65,0,1403.50,0.87,0.14,-0.74,0.77,0.34,0.71,0.16,0.60
419801781,1,19.65,0,1403.50,0.69,2.15,-1.25,0.46,0.34,0.71,0.16,0.60
419919500,2,20.12,0,1403.50,0.52,0.30,-0.60,0.81,0.34,0.71,0.16,0.60
419929393,2,19.65,30,1403.50,0.52,-1.02,-1.45,0.98,0.34,0.71,0.16,0.60
420051779,2,19.65,30,1401.38,-4.86,1.15,-0.50,0.66,0.34,0.71,0.16,0.60
420177766,2,20.12,30,1401.38,-3.10,-0.54,-1.58,0.79,0.34,0.71,0.16,0.60
420301778,2,19.65,30,1401.38,-2.08,0.07,-1.72,0.60,0.34,0.71,0.16,0.60
420427953,2,19.65,30,1401.38,-1.29,1.06,0.05,1.03,0.34,0.71,0.16,0.60
420551780,2,19.65,30,1401.38,-0.79,-1.57,-0.41,0.47,0.34,0.71,0.16,0.60
420677769,2,19.65,30,1401.38,-0.45,1.37,-0.64,0.95,0.34,0.71,0.16,0.60
420801780,2,19.18,30,1401.38,-0.19,-0.85,-1.21,0.94,0.34,0.71,0.16,0.60
420919754,3,19.18,30,1401.38,-0.10,1.13,-0.31,0.58,0.34,0.71,0.16,0.60
420921674,4,19.65,30,1401.38,-0.10,1.13,-0.31,0.58,0.34,0.71,0.16,0.60
420927860,4,19.18,0,1401.38,-0.09,-0.05,-0.95,0.73,0.34,0.71,0.16,0.60
421051779,4,20.12,0,1400.50,-2.07,1.06,-0.73,1.45,0.34,0.71,0.16,0.60
421177821,4,19.65,0,1400.50,-1.27,-0.55,-1.87,0.65,0.34,0.71,0.16,0.60
421301779,4,20.12,0,1400.50,-0.82,0.96,-0.67,0.80,0.34,0.71,0.16,0.60
421428649,4,19.18,0,1400.50,-0.43,0.02,-0.87,0.94,0.34,0.71,0.16,0.60
421551780,4,19.65,0,1400.50,-0.23,0.39,-0.72,0.70,0.34,0.71,0.16,0.60
421679492,4,19.65,0,1400.50,-0.06,0.97,0.06,0.96,0.34,0.71,0.16,0.60
421801780,4,19.65,0,1400.50,0.05,-0.03,-0.50,0.56,0.34,0.71,0.16,0.60
421930737,4,19.65,0,1400.50,0.18,-1.01,-0.13,0.97,0.33,0.71,0.17,0.60
422051778,4,19.18,0,1401.75,2.97,0.35,-1.52,-0.13,0.33,0.71,0.17,0.60
422181247,4,19.18,0,1401.75,2.02,0.56,0.26,-0.21,0.33,0.71,0.17,0.60
422301780,4,19.65,0,1401.75,1.48,0.00,-1.08,1.35,0.33,0.71,0.17,0.60
422427942,4,19.65,0,1401.75,1.13,0.29,-1.38,0.74,0.33,0.71,0.17,0.60
422551779,4,19.18,0,1401.75,0.84,-1.06,-1.41,0.19,0.33,0.71,0.17,0.60
422677670,4,20.12,0,1401.75,0.61,2.08,-0.80,0.83,0.33,0.71,0.17,0.60
422801779,4,19.65,0,1401.75,0.51,0.47,-2.24,0.85,0.33,0.71,0.17,0.60
422927664,4,19.65,0,1401.75,0.42,-0.20,-1.20,0.95,0.33,0.71,0.17,0.60
423051779,4,19.65,0,1399.94,-3.57,1.87,0.58,1.02,0.33,0.71,0.17,0.60
423178023,4,19.65,0,1399.94,-2.28,0.01,-1.76,0.64,0.32,0.71,0.18,0.60
423301778,4,20.12,0,1399.94,-1.51,0.68,-0.52,0.41,0.32,0.71,0.18,0.60
423429399,4,19.65,0,1399.94,-0.90,1.41,-1.57,1.39,0.32,0.71,0.18,0.60
423551778,4,20.12,0,1399.94,-0.60,0.64,-0.97,-0.14,0.32,0.71,0.18,0.61
423680417,4,20.12,0,1399.94,-0.26,1.41,-0.78,1.66,0.32,0.71,0.18,0.61
423801779,4,19.65,0,1399.94,-0.10,-0.28,-1.34,0.33,0.32,0.71,0.18,0.61
423931213,4,20.12,0,1401.56,5.09,1.46,-0.31,1.15,0.32,0.71,0.18,0.61
424051778,4,20.12,0,1401.56,3.57,-0.16,-0.66,0.76,0.31,0.71,0.18,0.61
424177678,4,19.18,0,1401.56,2.44,0.01,-0.16,0.52,0.31,0.71,0.19,0.61
424301780,4,19.65,0,1401.56,1.78,0.90,-0.34,1.37,0.31,0.71,0.19,0.61
424427904,4,19.65,0,1401.56,1.28,0.62,-1.22,0.76,0.31,0.71,0.19,0.61
424551778,4,20.58,0,1401.56,0.93,0.57,-0.02,0.98,0.31,0.71,0.19,0.61
424677670,4,20.12,0,1401.56,0.75,1.74,-1.41,1.17,0.31,0.71,0.19,0.61
424801779,4,19.18,0,1401.56,0.59,-0.63,-0.99,0.92,0.31,0.71,0.19,0.61
424927807,4,19.65,0,1402.81,4.26,0.53,-0.17,1.38,0.31,0.71,0.19,0.61
425051776,4,20.12,0,1402.81,3.01,0.58,-1.35,0.32,0.31,0.71,0.19,0.61
425179036,4,19.18,0,1402.81,2.07,0.12,-0.82,0.65,0.31,0.71,0.19,0.61
425301778,4,20.12,0,1402.81,1.51,0.43,-0.53,0.92,0.31,0.71,0.19,0.61
425427925,4,20.12,0,1402.81,1.12,0.34,-1.44,0.81,0.30,0.71,0.19,0.61
425551778,4,19.18,0,1402.81,0.82,1.30,-1.91,0.62,0.30,0.71,0.19,0.61
425677657,4,19.65,0,1402.81,0.65,-0.35,-1.01,1.01,0.30,0.71,0.19,0.61
425801778,4,19.18,0,1402.81,0.53,0.37,-1.29,0.54,0.30,0.71,0.19,0.61
425927663,4,19.18,0,1404.56,5.59,0.72,-1.06,1.53,0.30,0.71,0.19,0.61
426051779,4,19.65,0,1404.56,3.92,0.43,-1.18,0.41,0.30,0.71,0.19,0.61
426177663,4,20.12,0,1404.56,2.70,0.22,-0.58,1.19,0.30,0.71,0.19,0.61
426301778,4,20.12,0,1404.56,1.94,0.37,-0.05,1.07,0.30,0.71,0.19,0.61
426427927,4,19.65,0,1404.56,1.37,-0.31,0.56,1.05,0.30,0.71,0.19,0.61
426551776,4,19.65,0,1404.56,1.06,-1.06,-0.04,0.96,0.30,0.71,0.19,0.61
426677662,4,19.65,0,1404.56,0.80,0.01,-1.73,1.02,0.30,0.71,0.19,0.61
426801779,4,19.18,0,1404.56,0.65,0.88,-1.36,1.14,0.29,0.71,0.19,0.61
426927674,4,19.65,0,1404.44,0.18,0.31,-0.79,0.58,0.29,0.71,0.19,0.61
427051778,4,20.12,0,1404.44,0.20,-0.32,-0.25,0.68,0.29,0.71,0.18,0.61
427177669,4,19.65,0,1404.44,0.25,0.62,-0.64,0.67,0.29,0.71,0.18,0.61
427301777,4,20.12,0,1404.44,0.25,0.56,-1.25,1.13,0.29,0.71,0.18,0.61
427431550,4,19.65,0,1404.44,0.27,2.18,0.61,0.68,0.29,0.71,0.18,0.61
427551777,4,19.65,0,1404.44,0.29,0.00,-0.80,0.64,0.29,0.71,0.19,0.61
427677666,4,20.12,0,1404.44,0.27,2.76,0.54,0.64,0.29,0.71,0.19,0.61
427801779,4,20.12,0,1404.44,0.28,0.86,-0.52,1.06,0.29,0.71,0.19,0.61
427927688,4,20.12,0,1403.44,-2.37,0.20,-0.71,0.87,0.29,0.71,0.19,0.61
428051778,4,20.12,0,1403.44,-1.52,-0.75,-0.54,0.69,0.29,0.71,0.19,0.61
428177689,4,19.18,0,1403.44,-0.91,-0.07,-0.20,1.25,0.29,0.71,0.19,0.61
428301765,4,20.58,0,1403.44,-0.53,0.01,-0.43,1.11,0.29,0.71,0.19,0.61
428427963,4,20.12,0,1403.44,-0.26,-0.39,-0.85,0.08,0.29,0.71,0.19,0.61
428551765,4,19.18,0,1403.44,-0.08,-0.01,-0.42,0.68,0.29,0.71,0.19,0.61
428678559,4,20.12,0,1403.44,0.06,-1.45,-0.97,1.37,0.29,0.71,0.19,0.61
428801766,4,19.65,0,1403.44,0.13,0.29,-0.64,0.34,0.29,0.71,0.19,0.61
428927687,4,19.65,0,1403.12,-0.61,-0.97,-0.32,1.03,0.29,0.71,0.19,0.61
429051767,4,19.65,0,1403.12,-0.33,1.05,-1.09,0.39,0.29,0.71,0.19,0.61
429177750,4,19.65,0,1403.12,-0.13,-0.78,0.12,1.88,0.29,0.71,0.19,0.61
429301764,4,19.65,0,1403.12,0.04,-0.92,-1.14,0.94,0.29,0.71,0.19,0.61
429427921,4,20.12,0,1403.12,0.11,-0.28,0.14,0.24,0.29,0.71,0.19,0.61
429551778,4,20.12,0,1403.12,0.17,-0.60,-0.64,1.37,0.29,0.71,0.19,0.61
429677668,4,19.65,0,1403.12,0.23,-0.67,-2.62,1.22,0.29,0.71,0.19,0.61
429801780,4,20.12,0,1403.12,0.25,0.38,-0.19,1.09,0.29,0.71,0.19,0.61
429927686,4,19.18,0,1402.06,-2.39,0.21,-0.93,0.60,0.29,0.71,0.19,0.61
430051780,4,20.12,0,1402.06,-1.53,0.80,1.08,0.87,0.29,0.71,0.19,0.61
430177675,4,19.65,0,1402.06,-0.93,0.60,0.54,0.75,0.29,0.71,0.19,0.62
430301780,4,19.65,0,1402.06,-0.54,1.49,0.15,1.18,0.29,0.71,0.19,0.62
430429006,4,19.18,0,1402.06,-0.27,-0.34,-1.76,0.28,0.29,0.71,0.19,0.62
430551778,4,19.65,0,1402.06,-0.07,1.04,-0.07,1.26,0.29,0.71,0.19,0.62
430679858,4,20.12,0,1402.06,0.08,0.55,0.00,0.77,0.29,0.71,0.19,0.61
430801780,4,19.65,0,1402.06,0.07,-0.70,-1.15,-0.26,0.29,0.71,0.19,0.62
430931153,4,20.12,0,1405.50,8.51,0.16,0.51,1.46,0.29,0.71,0.19,0.62
431051779,4,19.65,0,1405.50,5.90,-0.74,-2.50,1.02,0.29,0.71,0.19,0.62
431180765,4,19.65,0,1405.50,4.04,0.07,0.44,1.50,0.29,0.71,0.19,0.62
431301778,4,19.18,0,1405.50,2.86,0.04,-0.25,1.05,0.29,0.71,0.19,0.61
431427935,4,20.12,0,1405.50,1.95,-0.69,0.38,1.40,0.29,0.71,0.19,0.61
431551779,4,20.12,0,1405.50,1.47,-1.13,-0.59,0.51,0.29,0.71,0.19,0.61
431677669,4,19.18,0,1405.50,1.07,-0.90,-3.40,1.34,0.29,0.71,0.19,0.62
431801779,4,19.65,0,1405.50,0.82,-1.25,-0.03,1.87,0.29,0.71,0.19,0.62
431927721,4,19.18,0,1404.25,-2.14,1.06,0.41,0.80,0.29,0.71,0.19,0.62
432051780,4,20.12,0,1404.25,-1.43,1.08,-0.34,0.03,0.29,0.71,0.19,0.62
432178413,4,19.18,0,1404.25,-0.83,1.30,1.37,1.19,0.29,0.71,0.19,0.62
432301778,4,20.12,0,1404.25,-0.43,-0.94,-1.09,0.96,0.29,0.71,0.19,0.61
432429930,4,20.12,0,1404.25,-0.23,-0.56,-1.76,0.98,0.29,0.71,0.19,0.61
432551780,4,19.65,0,1404.25,-0.05,0.92,0.63,0.70,0.29,0.71,0.19,0.61
432680790,4,20.12,0,1404.25,0.04,2.02,-1.48,-0.05,0.29,0.71,0.19,0.61
432801779,4,20.12,0,1404.25,0.12,1.07,-0.64,1.38,0.29,0.71,0.19,0.61
432930083,4,19.65,0,1404.31,0.35,1.90,-0.32,0.83,0.29,0.71,0.19,0.62
433051777,4,19.65,0,1404.31,0.35,1.03,1.34,1.67,0.29,0.71,0.19,0.62
433177686,4,20.58,0,1404.31,0.34,-0.48,-0.27,0.38,0.29,0.71,0.19,0.61
433301779,4,19.18,0,1404.31,0.28,0.27,0.04,1.05,0.29,0.71,0.19,0.62
433427923,4,19.18,0,1404.31,0.32,-0.52,0.42,1.58,0.29,0.71,0.19,0.62
433551778,4,20.12,0,1404.31,0.30,1.14,-0.06,0.24,0.29,0.71,0.19,0.61
433677691,4,19.65,0,1404.31,0.30,1.43,0.36,1.28,0.29,0.71,0.19,0.62
433801778,4,19.65,0,1404.31,0.34,-0.79,-0.52,1.35,0.29,0.71,0.19,0.61
433928207,4,20.12,0,1404.81,1.33,-1.16,-1.61,0.20,0.29,0.71,0.19,0.61
434051780,4,19.18,0,1404.81,1.04,1.82,-0.65,1.73,0.29,0.71,0.19,0.61
434179486,4,19.65,0,1404.81,0.78,-1.48,-1.09,0.12,0.29,0.71,0.19,0.61
434301779,4,19.65,0,1404.81,0.62,0.73,-0.72,1.52,0.29,0.71,0.19,0.61
434429026,4,19.18,0,1404.81,0.54,0.16,-0.52,0.89,0.29,0.71,0.19,0.61
434551780,4,20.12,0,1404.81,0.45,0.36,-0.14,1.19,0.29,0.71,0.19,0.61
434677674,4,19.65,0,1404.81,0.41,-0.19,-1.02,0.85,0.29,0.71,0.19,0.61
434801778,4,19.65,0,1401.88,-8.76,0.29,0.20,0.62,0.29,0.71,0.19,0.61
434927710,4,19.65,0,1401.88,-5.72,0.75,-0.69,0.92,0.29,0.71,0.19,0.61
435051779,4,19.65,0,1401.88,-3.81,0.35,-0.09,1.10,0.29,0.71,0.19,0.61
435177711,4,19.65,0,1401.88,-2.40,-0.36,-1.03,1.22,0.29,0.71,0.19,0.61
435301779,4,20.12,0,1401.88,-1.58,0.04,-1.28,0.96,0.29,0.71,0.19,0.61
435427959,4,19.65,0,1401.88,-0.91,1.01,-0.24,1.03,0.29,0.71,0.19,0.61
435551778,4,20.12,0,1401.88,-0.53,-1.20,-1.34,0.55,0.29,0.71,0.19,0.61
435678052,4,20.58,0,1401.88,-0.27,0.96,-0.45,1.14,0.29,0.71,0.19,0.61
435801779,4,19.18,0,1403.56,5.00,1.10,-0.75,0.98,0.29,0.71,0.19,0.61
435929300,4,19.65,0,1403.56,3.43,0.21,-0.18,0.95,0.29,0.71,0.19,0.61
436051780,4,19.18,0,1403.56,2.43,1.42,-0.65,1.26,0.29,0.71,0.19,0.61
436177756,4,19.18,0,1403.56,1.72,0.16,-1.08,1.00,0.29,0.71,0.19,0.61
436301780,4,19.18,0,1403.56,1.29,-0.78,-0.89,1.39,0.29,0.71,0.19,0.61
436431528,4,19.18,0,1403.56,0.94,-0.40,-1.13,-0.01,0.29,0.71,0.19,0.61
436551779,4,20.12,0,1403.56,0.75,2.17,-0.91,1.72,0.29,0.71,0.19,0.61
436677765,4,19.65,0,1403.56,0.63,-1.66,-0.77,0.70,0.29,0.71,0.19,0.61
436801780,4,19.65,0,1402.50,-2.62,0.54,-0.43,0.18,0.29,0.71,0.19,0.61
436927772,4,20.12,0,1402.50,-1.63,0.68,-0.14,0.78,0.29,0.71,0.19,0.61
437051780,4,20.12,0,1402.50,-1.04,-0.10,-1.20,0.83,0.29,0.71,0.19,0.61
437177802,4,20.12,0,1402.50,-0.55,-0.72,-0.03,1.74,0.29,0.71,0.19,0.61
437301778,4,20.12,0,1402.50,-0.27,0.00,0.01,0.49,0.29,0.71,0.19,0.61
437428076,4,19.65,0,1402.50,-0.11,-0.02,-1.15,0.45,0.29,0.71,0.19,0.61
437551778,4,20.12,0,1402.50,0.05,-0.13,0.14,1.10,0.29,0.71,0.19,0.61
437678809,4,20.12,0,1402.50,0.11,-0.91,-0.94,0.56,0.29,0.71,0.19,0.61
437801780,4,19.65,0,1399.25,-8.76,1.41,-0.16,0.85,0.29,0.71,0.19,0.61
437927769,4,19.18,0,1399.25,-5.65,-0.76,-1.03,1.37,0.29,0.71,0.19,0.61
438051779,4,19.65,0,1399.25,-3.80,-0.49,-1.41,0.32,0.29,0.71,0.19,0.61
438177763,4,20.12,0,1399.25,-2.43,0.70,-0.61,1.54,0.29,0.71,0.19,0.61
438301779,4,19.65,0,1399.25,-1.56,0.32,-1.14,0.00,0.29,0.71,0.19,0.61
438427965,4,20.12,0,1399.25,-0.99,0.84,0.46,1.09,0.29,0.71,0.19,0.61
438551781,4,19.65,0,1399.25,-0.50,-0.26,-1.72,1.41,0.29,0.71,0.19,0.61
438677778,4,20.12,0,1399.25,-0.25,0.07,-1.51,1.18,0.28,0.71,0.19,0.61
438801780,4,19.18,0,1401.69,6.37,0.00,0.13,0.72,0.28,0.71,0.19,0.61
438927754,4,19.65,0,1401.69,4.34,1.10,-0.96,1.17,0.28,0.71,0.19,0.61
439051778,4,19.65,0,1401.69,3.06,-1.02,-1.05,1.77,0.28,0.71,0.20,0.61
439177778,4,19.65,0,1401.69,2.15,-0.07,-0.59,0.62,0.28,0.71,0.19,0.61
439301780,4,20.58,0,1401.69,1.54,0.50,-0.78,0.03,0.28,0.71,0.19,0.61
439429210,4,20.12,0,1401.69,1.10,-0.94,0.21,0.72,0.28,0.71,0.20,0.61
439551777,4,20.12,0,1401.69,0.86,0.35,-1.63,0.94,0.28,0.71,0.20,0.61
439680105,4,19.65,0,1401.69,0.70,-0.53,0.10,1.24,0.29,0.71,0.20,0.61
439801778,4,20.12,0,1400.12,-3.46,-0.27,-0.56,0.26,0.29,0.71,0.20,0.61
439931392,4,20.12,0,1400.12,-2.21,0.61,-0.47,0.91,0.29,0.71,0.19,0.61
440051778,4,19.65,0,1400.12,-1.39,1.73,-1.20,1.39,0.28,0.71,0.19,0.61
440178519,4,19.18,0,1400.12,-0.84,-0.60,-1.49,0.11,0.28,0.71,0.19,0.61
440301781,4,19.18,0,1400.12,-0.49,1.32,-0.19,1.25,0.28,0.71,0.19,0.61
440427932,4,20.12,0,1400.12,-0.21,-0.78,-0.99,0.11,0.29,0.71,0.19,0.61
440551780,4,20.12,0,1400.12,-0.07,0.43,0.15,1.40,0.29,0.71,0.19,0.61
440677657,4,19.18,0,1400.12,0.10,-1.12,0.03,1.05,0.29,0.71,0.19,0.61
440801779,4,20.12,0,1401.81,4.34,0.26,-0.55,0.71,0.29,0.71,0.19,0.61
440927674,4,19.65,0,1401.81,2.99,-1.83,-0.26,1.56,0.29,0.71,0.19,0.61
441051779,4,19.65,0,1401.81,2.13,-0.36,0.35,0.81,0.29,0.71,0.19,0.61
441178403,4,20.12,0,1401.81,1.52,-0.20,-0.62,0.98,0.29,0.71,0.19,0.61
441301778,4,19.18,0,1401.81,1.11,0.38,-1.16,0.51,0.29,0.71,0.19,0.61
441429923,4,20.12,0,1401.81,0.82,0.42,0.05,1.13,0.29,0.71,0.19,0.61
441551779,4,20.12,0,1401.81,0.67,-0.60,-0.77,0.79,0.29,0.71,0.19,0.61
441680934,4,20.12,0,1401.81,0.55,2.24,0.27,1.45,0.29,0.71,0.19,0.61
441801776,4,19.65,0,1401.06,-1.21,0.95,-1.55,2.78,0.29,0.71,0.19,0.61
441928612,4,19.65,0,1401.06,-0.81,-1.41,-1.09,-2.07,0.29,0.71,0.19,0.61
442051780,4,19.65,0,1401.06,-0.41,3.35,2.32,2.77,0.29,0.71,0.19,0.61
