Time,State,Board Temp (C),Deploy Percent (%),Altitude,Velocity,Linear Acceleration X,Linear Acceleration Y,Linear Acceleration Z,Quarterion W,Quarterion X,Quarterion Y,Quarterion Z
21689312145,4,31.35,0,1364.19,-0.35,0.09,-0.04,0.02,0.30,0.70,-0.18,-0.63
21689436418,4,31.82,0,1364.19,-0.24,0.07,-0.05,0.02,0.30,0.70,-0.18,-0.63
21689561419,4,31.82,0,1364.19,-0.16,0.07,-0.05,0.04,0.30,0.70,-0.18,-0.63
21689686418,4,31.35,0,1363.44,-1.86,0.10,-0.07,0.04,0.30,0.70,-0.18,-0.63
21689812741,4,31.35,0,1363.44,-1.23,0.09,-0.04,0.04,0.30,0.70,-0.18,-0.63
21689936416,4,31.82,0,1363.44,-0.84,0.09,-0.05,0.02,0.30,0.70,-0.18,-0.63
21690061419,4,31.35,0,1363.44,-0.55,0.10,-0.04,0.04,0.30,0.70,-0.18,-0.63
21690186418,4,31.35,0,1363.44,-0.38,0.09,-0.05,0.00,0.30,0.70,-0.18,-0.63
21690311418,4,31.35,0,1363.44,-0.25,0.10,-0.03,0.03,0.30,0.70,-0.18,-0.63
21690436419,4,31.82,0,1363.44,-0.17,0.08,-0.05,0.03,0.30,0.70,-0.18,-0.63
21690561416,4,31.82,0,1363.44,-0.11,0.07,-0.04,0.03,0.30,0.70,-0.18,-0.63
21690686417,4,31.35,0,1362.50,-2.20,0.06,-0.04,0.03,0.30,0.70,-0.18,-0.63
21690812808,4,31.35,0,1362.50,-1.45,0.10,-0.04,0.05,0.30,0.70,-0.18,-0.63
21690936418,4,31.82,0,1362.50,-0.99,0.09,-0.04,0.03,0.30,0.70,-0.18,-0.63
21691061419,4,31.82,0,1362.50,-0.66,0.09,-0.05,0.04,0.30,0.70,-0.18,-0.63
21691186417,4,31.82,0,1362.50,-0.45,0.07,-0.05,0.00,0.30,0.70,-0.18,-0.63
21691311416,4,31.35,0,1362.50,-0.29,0.07,-0.05,0.05,0.30,0.70,-0.18,-0.63
21691436416,4,31.82,0,1362.50,-0.20,0.07,-0.03,0.04,0.30,0.70,-0.18,-0.63
21691561750,4,31.35,0,1362.31,-0.71,0.09,-0.05,0.02,0.30,0.70,-0.18,-0.63
21691686418,4,31.82,0,1362.31,-0.49,0.08,-0.06,0.01,0.30,0.70,-0.18,-0.63
21691814022,4,31.35,0,1362.31,-0.32,0.08,-0.04,0.04,0.30,0.70,-0.18,-0.63
21691936417,4,31.35,0,1362.31,-0.22,0.08,-0.06,0.03,0.30,0.70,-0.18,-0.63
21692063516,4,31.35,0,1362.31,-0.14,0.08,-0.04,0.03,0.30,0.70,-0.18,-0.63
21692186416,4,31.35,0,1362.31,-0.09,0.08,-0.02,0.04,0.30,0.70,-0.18,-0.63
21692314196,4,31.35,0,1362.31,-0.06,0.10,-0.04,0.00,0.30,0.70,-0.18,-0.63
21692436417,4,31.82,0,1362.31,-0.04,0.07,-0.03,0.03,0.30,0.70,-0.18,-0.63
21692565082,4,31.35,0,1364.19,5.63,0.10,-0.05,0.03,0.30,0.70,-0.18,-0.63
21692686419,4,31.35,0,1364.19,3.86,0.09,-0.04,0.03,0.30,0.70,-0.18,-0.63
21692812820,4,31.35,0,1364.19,2.56,0.08,-0.02,0.00,0.30,0.70,-0.18,-0.63
21692936417,4,31.35,0,1364.19,1.75,0.06,-0.06,0.02,0.30,0.70,-0.18,-0.63
21693061417,4,31.35,0,1364.19,1.16,0.07,-0.05,0.04,0.30,0.70,-0.18,-0.63
21693186417,4,31.35,0,1364.19,0.80,0.09,-0.05,0.04,0.30,0.70,-0.18,-0.63
21693311417,4,31.35,0,1364.19,0.53,0.08,-0.03,0.02,0.30,0.70,-0.18,-0.63
21693436417,4,31.35,0,1364.19,0.37,0.10,-0.05,0.05,0.30,0.70,-0.18,-0.63
21693561417,4,31.35,0,1364.19,0.25,0.09,-0.03,0.02,0.30,0.70,-0.18,-0.63
21693686417,4,31.35,0,1364.19,0.17,0.08,-0.04,0.04,0.30,0.70,-0.18,-0.63
21693812816,4,31.35,0,1364.19,0.12,0.08,-0.05,0.04,0.30,0.70,-0.18,-0.63
21693936419,4,31.82,0,1364.19,0.08,0.08,-0.06,0.02,0.30,0.70,-0.18,-0.63
21694061654,4,31.35,0,1364.19,0.06,0.09,-0.03,0.03,0.30,0.70,-0.18,-0.63
21694186417,4,31.35,0,1364.19,0.04,0.10,-0.03,0.03,0.30,0.70,-0.18,-0.63
21694312436,4,31.82,0,1364.19,0.03,0.08,-0.03,0.02,0.30,0.70,-0.18,-0.63
21694436417,4,31.35,0,1364.19,0.02,0.08,-0.06,0.04,0.30,0.70,-0.18,-0.63
21694563352,4,31.35,0,1360.88,-9.07,0.08,-0.02,0.00,0.30,0.70,-0.18,-0.63
21694686418,4,31.35,0,1360.88,-6.20,0.11,-0.05,0.02,0.30,0.70,-0.18,-0.63
21694815698,4,31.35,0,1360.88,-4.11,0.13,-0.04,0.00,0.30,0.70,-0.18,-0.63
21694936417,4,31.82,0,1360.88,-2.81,0.08,-0.05,0.00,0.30,0.70,-0.18,-0.63
21695064977,4,31.35,0,1360.88,-1.86,0.08,-0.03,0.02,0.30,0.70,-0.18,-0.63
21695186418,4,31.35,0,1360.88,-1.27,0.08,-0.04,0.06,0.30,0.70,-0.18,-0.63
21695311418,4,31.35,0,1360.88,-0.84,0.09,-0.05,0.01,0.30,0.70,-0.18,-0.63
21695436417,4,31.35,0,1360.88,-0.57,0.09,-0.04,0.03,0.30,0.70,-0.18,-0.63
21695561417,4,31.35,0,1363.69,7.10,0.10,-0.03,0.00,0.30,0.70,-0.18,-0.63
21695686418,4,31.35,0,1363.69,4.86,0.08,-0.05,0.02,0.30,0.70,-0.18,-0.63
21695812811,4,31.35,0,1363.69,3.22,0.09,-0.04,0.01,0.30,0.70,-0.18,-0.63
21695936418,4,31.35,0,1363.69,2.21,0.10,-0.04,0.04,0.30,0.70,-0.18,-0.63
21696061415,4,31.82,0,1363.69,1.47,0.09,-0.03,0.01,0.30,0.70,-0.18,-0.63
21696186418,4,31.35,0,1363.69,1.01,0.12,-0.02,0.02,0.30,0.70,-0.18,-0.63
21696311416,4,31.35,0,1363.69,0.67,0.10,-0.02,0.00,0.30,0.70,-0.18,-0.63
21696436417,4,31.35,0,1363.69,0.46,0.09,-0.02,0.02,0.30,0.70,-0.18,-0.63
21696561858,4,31.35,0,1362.19,-3.55,0.08,-0.03,0.04,0.30,0.70,-0.18,-0.63
21696686415,4,31.35,0,1362.19,-2.43,0.06,-0.03,0.03,0.30,0.70,-0.18,-0.63
21696814081,4,31.35,0,1362.19,-1.61,0.08,-0.04,0.03,0.30,0.70,-0.18,-0.63
21696936419,4,31.35,0,1362.19,-1.10,0.08,-0.04,0.01,0.30,0.70,-0.18,-0.63
21697063511,4,31.35,0,1362.19,-0.73,0.09,-0.03,0.02,0.30,0.70,-0.18,-0.63
21697186417,4,31.35,0,1362.19,-0.49,0.09,-0.04,0.00,0.30,0.70,-0.18,-0.63
21697314411,4,31.82,0,1362.19,-0.33,0.10,-0.05,0.03,0.30,0.70,-0.18,-0.63
21697436419,4,31.35,0,1362.19,-0.22,0.09,-0.02,0.03,0.30,0.70,-0.18,-0.63
21697564828,4,31.82,0,1363.25,2.42,0.11,-0.04,0.02,0.30,0.70,-0.18,-0.63
21697686419,4,31.35,0,1363.25,1.66,0.08,-0.03,0.04,0.30,0.70,-0.18,-0.63
21697812742,4,31.82,0,1363.25,1.11,0.06,-0.05,0.05,0.30,0.70,-0.18,-0.63
21697936418,4,31.35,0,1363.25,0.76,0.07,-0.04,0.03,0.30,0.70,-0.18,-0.63
21698061419,4,31.35,0,1363.25,0.51,0.07,-0.02,0.02,0.30,0.70,-0.18,-0.63
21698186419,4,31.35,0,1363.25,0.35,0.09,-0.04,0.03,0.30,0.70,-0.18,-0.63
21698311418,4,31.82,0,1363.25,0.23,0.08,-0.02,0.03,0.30,0.70,-0.18,-0.63
21698436419,4,31.35,0,1363.25,0.16,0.08,-0.03,0.02,0.30,0.70,-0.18,-0.63
21698561417,4,31.35,0,1361.44,-4.13,0.07,-0.02,0.04,0.30,0.70,-0.18,-0.63
21698686419,4,31.35,0,1361.44,-2.83,0.07,-0.05,0.06,0.30,0.70,-0.18,-0.63
21698812775,4,31.35,0,1361.44,-1.87,0.07,-0.04,0.04,0.30,0.70,-0.18,-0.63
21698936418,4,31.35,0,1361.44,-1.28,0.09,-0.05,0.03,0.30,0.70,-0.18,-0.63
21699061996,4,31.82,0,1361.44,-0.84,0.08,-0.05,0.02,0.30,0.70,-0.18,-0.63
21699186417,4,31.35,0,1361.44,-0.58,0.09,-0.01,0.00,0.30,0.70,-0.18,-0.63
21699312704,4,31.35,0,1361.44,-0.38,0.10,-0.05,0.04,0.30,0.70,-0.18,-0.63
21699436418,4,31.82,0,1361.44,-0.26,0.08,-0.05,0.01,0.30,0.70,-0.18,-0.63
21699563628,4,31.35,0,1363.12,3.66,0.08,-0.04,0.04,0.30,0.70,-0.18,-0.63
21699686415,4,31.35,0,1363.12,2.51,0.09,-0.05,0.01,0.30,0.70,-0.18,-0.63
21699815999,4,31.82,0,1363.12,1.66,0.09,-0.04,0.04,0.30,0.70,-0.18,-0.63
21699936415,4,31.35,0,1363.12,1.14,0.09,-0.04,0.01,0.30,0.70,-0.18,-0.63
21700064010,4,31.82,0,1363.12,0.76,0.08,-0.04,0.01,0.30,0.70,-0.18,-0.63
21700186417,4,31.35,0,1363.12,0.52,0.08,-0.05,0.00,0.30,0.70,-0.18,-0.63
21700311420,4,31.82,0,1363.12,0.35,0.07,-0.04,0.01,0.30,0.70,-0.18,-0.63
21700436418,4,31.35,0,1363.12,0.24,0.07,-0.04,0.01,0.30,0.70,-0.18,-0.63
21700561418,4,31.35,0,1364.81,3.76,0.10,-0.04,0.03,0.30,0.70,-0.18,-0.63
21700686417,4,31.35,0,1364.81,2.57,0.07,-0.03,0.02,0.30,0.70,-0.18,-0.63
21700812748,4,31.35,0,1364.81,1.71,0.09,-0.06,0.04,0.30,0.70,-0.18,-0.63
21700936417,4,31.35,0,1364.81,1.17,0.08,-0.04,0.02,0.30,0.70,-0.18,-0.63
21701061417,4,31.82,0,1364.81,0.78,0.07,-0.04,0.01,0.30,0.70,-0.18,-0.63
21701186419,4,31.35,0,1364.81,0.54,0.10,-0.03,0.05,0.30,0.70,-0.18,-0.63
21701311416,4,31.82,0,1364.81,0.36,0.08,-0.05,0.03,0.30,0.70,-0.18,-0.63
21701436415,4,31.82,0,1362.06,-8.31,0.10,-0.04,0.03,0.30,0.70,-0.18,-0.63
21701562166,4,31.82,0,1362.06,-5.51,0.07,-0.04,0.04,0.30,0.70,-0.18,-0.63
21701686416,4,31.35,0,1362.06,-3.77,0.09,-0.04,0.04,0.30,0.70,-0.18,-0.63
21701812752,4,31.35,0,1362.06,-2.49,0.07,-0.04,0.02,0.30,0.70,-0.18,-0.63
21701936416,4,31.35,0,1362.06,-1.70,0.11,-0.01,0.02,0.30,0.70,-0.18,-0.63
21702061419,4,31.35,0,1362.06,-1.13,0.08,-0.06,0.06,0.30,0.70,-0.18,-0.63
21702186415,4,31.35,0,1362.06,-0.77,0.09,-0.02,0.04,0.30,0.70,-0.18,-0.63
21702311419,4,31.35,0,1362.06,-0.51,0.08,-0.05,0.03,0.30,0.70,-0.18,-0.63
21702436417,4,31.35,0,1363.06,2.67,0.09,-0.03,0.02,0.30,0.70,-0.18,-0.63
21702561417,4,31.35,0,1363.06,1.77,0.08,-0.03,0.03,0.30,0.70,-0.18,-0.63
21702686416,4,31.35,0,1363.06,1.22,0.07,-0.06,0.00,0.30,0.70,-0.18,-0.63
21702812738,4,31.35,0,1363.06,0.81,0.07,-0.04,0.03,0.30,0.70,-0.18,-0.63
21702936414,4,31.82,0,1363.06,0.56,0.09,-0.05,0.01,0.30,0.70,-0.18,-0.63
21703061418,4,31.35,0,1363.06,0.37,0.11,-0.04,0.02,0.30,0.70,-0.18,-0.63
21703186415,4,31.82,0,1363.06,0.26,0.09,-0.04,0.02,0.30,0.70,-0.18,-0.63
21703311417,4,31.35,0,1363.06,0.17,0.09,-0.04,0.02,0.30,0.70,-0.18,-0.63
21703436418,4,31.35,0,1363.31,0.83,0.09,-0.05,0.03,0.30,0.70,-0.18,-0.63
21703561419,4,31.35,0,1363.31,0.55,0.09,-0.04,0.00,0.30,0.70,-0.18,-0.63
21703686417,4,31.82,0,1363.31,0.38,0.10,-0.04,0.00,0.30,0.70,-0.18,-0.63
21703813135,4,31.35,0,1363.31,0.25,0.05,-0.04,0.02,0.30,0.70,-0.18,-0.63
21703936417,4,31.35,0,1363.31,0.18,0.09,-0.02,0.02,0.30,0.70,-0.18,-0.63
21704062513,4,31.35,0,1363.31,0.12,0.07,-0.02,0.03,0.30,0.70,-0.18,-0.63
21704186413,4,31.35,0,1363.31,0.08,0.07,-0.05,0.05,0.30,0.70,-0.18,-0.63
21704313264,4,31.35,0,1363.31,0.06,0.08,-0.04,0.03,0.30,0.70,-0.18,-0.63
21704436417,4,31.35,0,1361.94,-3.73,0.08,-0.04,0.01,0.30,0.70,-0.18,-0.63
21704564206,4,31.82,0,1361.94,-2.47,0.05,-0.03,0.00,0.30,0.70,-0.18,-0.63
21704686416,4,31.35,0,1361.94,-1.69,0.09,-0.04,0.03,0.30,0.70,-0.18,-0.63
21704816587,4,31.35,0,1361.94,-1.12,0.09,-0.06,0.02,0.30,0.70,-0.18,-0.63
21704936415,4,31.82,0,1361.94,-0.76,0.12,-0.04,0.02,0.30,0.70,-0.18,-0.63
21705061417,4,31.82,0,1361.94,-0.50,0.10,-0.03,0.00,0.30,0.70,-0.18,-0.63
21705186404,4,31.35,0,1361.94,-0.34,0.09,-0.05,0.01,0.30,0.70,-0.18,-0.63
21705311417,4,31.35,0,1361.94,-0.22,0.08,-0.05,0.01,0.30,0.70,-0.18,-0.63
21705436405,4,31.35,0,1363.56,4.17,0.09,-0.04,0.04,0.30,0.70,-0.18,-0.63
21705561418,4,31.35,0,1363.56,2.76,0.08,-0.03,-0.01,0.30,0.70,-0.18,-0.63
21705686405,4,31.35,0,1363.56,1.89,0.09,-0.03,0.03,0.30,0.70,-0.18,-0.63
21705812734,4,31.35,0,1363.56,1.26,0.08,-0.03,0.04,0.30,0.70,-0.18,-0.63
21705936419,4,31.82,0,1363.56,0.86,0.07,-0.03,0.04,0.30,0.70,-0.18,-0.63
21706061417,4,31.82,0,1363.56,0.57,0.08,-0.02,0.00,0.30,0.70,-0.18,-0.63
21706186418,4,31.82,0,1363.56,0.39,0.08,-0.04,0.05,0.30,0.70,-0.18,-0.63
21706311623,4,31.35,0,1363.56,0.26,0.08,-0.05,0.01,0.30,0.70,-0.18,-0.63
21706436414,4,31.35,0,1363.62,0.34,0.08,-0.02,0.02,0.30,0.70,-0.18,-0.63
21706562523,4,31.82,0,1363.62,0.23,0.07,-0.06,0.01,0.30,0.70,-0.18,-0.63
21706686416,4,31.35,0,1363.62,0.16,0.09,-0.05,0.02,0.30,0.70,-0.18,-0.63
21706814785,4,31.35,0,1363.62,0.11,0.09,-0.05,0.00,0.30,0.70,-0.18,-0.63
21706936417,4,31.82,0,1363.62,0.07,0.06,-0.03,0.03,0.30,0.70,-0.18,-0.63
21707064186,4,31.35,0,1363.62,0.05,0.09,-0.06,0.03,0.30,0.70,-0.18,-0.63
21707186419,4,31.82,0,1363.62,0.04,0.09,-0.03,0.00,0.30,0.70,-0.18,-0.63
21707314852,4,31.82,0,1363.62,0.03,0.06,-0.04,0.00,0.30,0.70,-0.18,-0.63
21707436419,4,31.82,0,1362.00,-3.91,0.11,-0.05,0.02,0.30,0.70,-0.18,-0.63
21707561420,4,31.35,0,1362.00,-2.59,0.09,-0.03,0.00,0.30,0.70,-0.18,-0.63
21707686419,4,31.35,0,1362.00,-1.77,0.08,-0.04,0.04,0.30,0.70,-0.18,-0.63
21707812745,4,31.35,0,1362.00,-1.17,0.10,-0.04,0.04,0.30,0.70,-0.18,-0.63
21707936419,4,31.35,0,1362.00,-0.80,0.08,-0.04,0.01,0.30,0.70,-0.18,-0.63
21708061419,4,31.35,0,1362.00,-0.53,0.09,-0.01,-0.01,0.30,0.70,-0.18,-0.63
21708186417,4,31.35,0,1362.00,-0.36,0.08,-0.05,0.00,0.30,0.70,-0.18,-0.63
21708311417,4,31.35,0,1362.00,-0.24,0.08,-0.03,0.00,0.30,0.70,-0.18,-0.63
21708436417,4,31.35,0,1363.25,2.77,0.08,-0.04,0.01,0.30,0.70,-0.18,-0.63
21708561416,4,31.35,0,1363.25,1.84,0.06,-0.04,0.03,0.30,0.70,-0.18,-0.63
21708686418,4,31.35,0,1363.25,1.26,0.09,-0.04,0.03,0.30,0.70,-0.18,-0.63
21708813289,4,31.35,0,1363.25,0.84,0.08,-0.02,0.04,0.30,0.70,-0.18,-0.63
21708936418,4,31.82,0,1363.25,0.58,0.09,-0.01,0.00,0.30,0.70,-0.18,-0.63
21709062743,4,31.35,0,1363.25,0.38,0.07,-0.05,0.01,0.30,0.70,-0.18,-0.63
21709186419,4,31.82,0,1363.25,0.26,0.10,-0.03,0.04,0.30,0.70,-0.18,-0.63
21709313647,4,31.35,0,1363.25,0.18,0.08,-0.03,0.06,0.30,0.70,-0.18,-0.63
21709436418,4,31.82,0,1362.94,-0.56,0.08,-0.04,0.04,0.30,0.70,-0.18,-0.63
21709564379,4,31.82,0,1362.94,-0.37,0.08,-0.06,0.05,0.30,0.70,-0.18,-0.63
21709686417,4,31.35,0,1362.94,-0.25,0.08,-0.05,0.00,0.30,0.70,-0.18,-0.63
21709816246,4,31.35,0,1362.94,-0.16,0.07,-0.03,0.02,0.30,0.70,-0.18,-0.63
21709936416,4,31.82,0,1362.94,-0.11,0.10,-0.04,0.04,0.30,0.70,-0.18,-0.63
21710061417,4,31.35,0,1362.94,-0.07,0.09,-0.06,0.02,0.30,0.70,-0.18,-0.63
21710186415,4,31.35,0,1362.94,-0.05,0.08,-0.05,0.03,0.30,0.70,-0.18,-0.63
21710311419,4,31.82,0,1361.88,-3.33,0.09,-0.05,0.05,0.30,0.70,-0.18,-0.63
21710436417,4,31.35,0,1361.88,-2.28,0.08,-0.04,0.01,0.30,0.70,-0.18,-0.63
21710561419,4,31.35,0,1361.88,-1.51,0.07,-0.05,0.05,0.30,0.70,-0.18,-0.63
21710686419,4,31.82,0,1361.88,-1.03,0.09,-0.04,0.02,0.30,0.70,-0.18,-0.63
21710812770,4,31.35,0,1361.88,-0.68,0.08,-0.05,0.03,0.30,0.70,-0.18,-0.63
21710936417,4,31.35,0,1361.88,-0.46,0.07,-0.07,0.02,0.30,0.70,-0.18,-0.63
21711061419,4,31.35,0,1361.88,-0.30,0.08,-0.04,0.02,0.30,0.70,-0.18,-0.63
21711186417,4,31.35,0,1361.88,-0.21,0.07,-0.05,0.03,0.30,0.70,-0.18,-0.63
21711311820,4,31.35,0,1363.31,4.07,0.07,-0.04,0.04,0.30,0.70,-0.18,-0.63
21711436418,4,31.35,0,1363.31,2.78,0.09,-0.05,0.02,0.30,0.70,-0.18,-0.63
21711562712,4,31.35,0,1363.31,1.85,0.08,-0.04,0.00,0.30,0.70,-0.18,-0.63
21711686419,4,31.82,0,1363.31,1.27,0.08,-0.04,0.01,0.30,0.70,-0.18,-0.63
21711815146,4,31.82,0,1363.31,0.84,0.09,-0.05,0.04,0.30,0.70,-0.18,-0.63
21711936418,4,31.82,0,1363.31,0.58,0.08,-0.06,0.02,0.30,0.70,-0.18,-0.63
21712064384,4,31.35,0,1363.31,0.39,0.10,-0.05,0.03,0.30,0.70,-0.18,-0.63
21712186419,4,31.35,0,1363.31,0.27,0.09,-0.05,0.04,0.30,0.70,-0.18,-0.63
21712314277,4,31.35,0,1362.62,-1.77,0.09,-0.02,0.04,0.30,0.70,-0.18,-0.63
21712436416,4,31.82,0,1362.62,-1.21,0.08,-0.03,0.03,0.30,0.70,-0.18,-0.63
21712561417,4,31.35,0,1362.62,-0.80,0.09,-0.07,0.04,0.30,0.70,-0.18,-0.63
21712686419,4,31.35,0,1362.62,-0.54,0.07,-0.02,0.03,0.30,0.70,-0.18,-0.63
21712812834,4,31.35,0,1362.62,-0.36,0.08,-0.02,0.03,0.30,0.70,-0.18,-0.63
21712936418,4,31.35,0,1362.62,-0.24,0.08,-0.03,-0.01,0.30,0.70,-0.18,-0.63
21713061416,4,31.35,0,1362.62,-0.16,0.09,-0.03,0.03,0.30,0.70,-0.18,-0.63
21713186416,4,31.35,0,1362.62,-0.11,0.08,-0.05,0.03,0.30,0.70,-0.18,-0.63
21713311416,4,31.35,0,1360.06,-7.10,0.09,-0.04,0.02,0.30,0.70,-0.18,-0.63
21713436417,4,31.35,0,1360.06,-4.85,0.09,-0.04,0.02,0.30,0.70,-0.18,-0.63
21713561417,4,31.35,0,1360.06,-3.21,0.08,-0.03,0.04,0.30,0.70,-0.18,-0.63
21713686418,4,31.35,0,1360.06,-2.20,0.08,-0.04,0.02,0.30,0.70,-0.18,-0.63
21713813538,4,31.35,0,1360.06,-1.45,0.08,-0.04,0.01,0.30,0.70,-0.18,-0.63
21713936415,4,31.82,0,1360.06,-0.99,0.07,-0.04,0.03,0.30,0.70,-0.18,-0.63
21714061419,4,31.35,0,1360.06,-0.66,0.07,-0.03,0.02,0.30,0.70,-0.18,-0.63
21714186417,4,31.35,0,1360.06,-0.45,0.09,-0.03,0.02,0.30,0.70,-0.18,-0.63
21714311417,4,31.35,0,1362.38,5.66,0.08,-0.04,0.05,0.30,0.70,-0.18,-0.63
21714436416,4,31.82,0,1362.38,3.87,0.09,-0.04,0.02,0.30,0.70,-0.18,-0.63
21714561416,4,31.35,0,1362.38,2.57,0.07,-0.05,0.04,0.30,0.70,-0.18,-0.63
21714686416,4,31.82,0,1362.38,1.76,0.09,-0.04,0.02,0.30,0.70,-0.18,-0.63
21714812859,4,31.82,0,1362.38,1.17,0.07,-0.04,0.02,0.30,0.70,-0.18,-0.63
21714936417,4,31.35,0,1362.38,0.80,0.08,-0.05,0.01,0.30,0.70,-0.18,-0.63
21715061417,4,31.35,0,1362.38,0.53,0.08,-0.04,0.00,0.30,0.70,-0.18,-0.63
21715186419,4,31.35,0,1362.38,0.37,0.09,-0.02,0.03,0.30,0.70,-0.18,-0.63
21715311419,4,31.82,0,1361.25,-2.56,0.09,-0.02,0.03,0.30,0.70,-0.18,-0.63
21715436416,4,31.35,0,1361.25,-1.75,0.08,-0.06,0.04,0.30,0.70,-0.18,-0.63
21715561415,4,31.35,0,1361.25,-1.16,0.11,-0.03,0.03,0.30,0.70,-0.18,-0.63
21715686416,4,31.35,0,1361.25,-0.79,0.11,-0.07,0.00,0.30,0.70,-0.18,-0.63
21715812799,4,31.35,0,1361.25,-0.52,0.09,-0.03,0.02,0.30,0.70,-0.18,-0.63
21715936419,4,31.82,0,1361.25,-0.35,0.10,-0.03,0.02,0.30,0.70,-0.18,-0.63
21716061482,4,31.82,0,1361.25,-0.23,0.07,-0.04,0.02,0.30,0.70,-0.18,-0.63
21716186417,4,31.35,0,1361.25,-0.16,0.08,-0.03,0.02,0.30,0.70,-0.18,-0.63
21716312275,4,31.35,0,1363.06,4.28,0.08,-0.04,0.02,0.30,0.70,-0.18,-0.63
21716436417,4,31.35,0,1363.06,2.93,0.09,-0.03,0.03,0.30,0.70,-0.18,-0.63
21716563153,4,31.82,0,1363.06,1.94,0.09,-0.03,0.02,0.30,0.70,-0.18,-0.63
21716686417,4,31.35,0,1363.06,1.33,0.07,-0.04,0.00,0.30,0.70,-0.18,-0.63
21716815395,4,31.35,0,1363.06,0.89,0.08,-0.06,0.01,0.30,0.70,-0.18,-0.63
21716936419,4,31.35,0,1363.06,0.61,0.11,-0.04,0.03,0.30,0.70,-0.18,-0.63
21717064724,4,31.35,0,1363.06,0.41,0.10,-0.04,0.01,0.30,0.70,-0.18,-0.63
21717186418,4,31.35,0,1363.06,0.28,0.11,-0.04,0.01,0.30,0.70,-0.18,-0.63
21717314389,4,31.35,0,1364.75,4.02,0.08,-0.05,0.01,0.30,0.70,-0.18,-0.63
21717436417,4,31.35,0,1364.75,2.75,0.06,-0.03,0.03,0.30,0.70,-0.18,-0.63
21717561419,4,31.35,0,1364.75,1.83,0.10,-0.05,0.03,0.30,0.70,-0.18,-0.63
21717686417,4,31.35,0,1364.75,1.25,0.07,-0.06,0.04,0.30,0.70,-0.18,-0.63
21717812732,4,31.35,0,1364.75,0.83,0.10,-0.04,0.02,0.30,0.70,-0.18,-0.63
21717936415,4,31.35,0,1364.75,0.57,0.07,-0.04,0.03,0.30,0.70,-0.18,-0.63
21718061417,4,31.35,0,1364.75,0.38,0.08,-0.04,0.03,0.30,0.70,-0.18,-0.63
21718186415,4,31.82,0,1364.75,0.26,0.10,-0.05,0.00,0.30,0.70,-0.18,-0.63
21718311417,4,31.35,0,1364.12,-1.20,0.08,-0.03,0.03,0.30,0.70,-0.18,-0.63
21718436419,4,31.35,0,1364.12,-0.82,0.07,-0.03,0.02,0.30,0.70,-0.18,-0.63
21718561419,4,30.88,0,1364.12,-0.54,0.08,-0.03,0.02,0.30,0.70,-0.18,-0.63
21718686418,4,31.35,0,1364.12,-0.37,0.09,-0.04,0.03,0.30,0.70,-0.18,-0.63
21718813274,4,32.29,0,1364.12,-0.24,0.08,-0.04,0.01,0.30,0.70,-0.18,-0.63
21718936417,4,31.35,0,1364.12,-0.16,0.08,-0.03,0.03,0.30,0.70,-0.18,-0.63
21719062697,4,31.35,0,1364.12,-0.10,0.10,-0.03,0.02,0.30,0.70,-0.18,-0.63
21719186419,4,31.35,0,1364.12,-0.07,0.08,-0.02,0.03,0.30,0.70,-0.18,-0.63
21719313437,4,31.35,0,1363.25,-1.91,0.09,-0.03,0.00,0.30,0.70,-0.18,-0.63
21719436417,4,31.35,0,1363.25,-1.30,0.09,-0.03,0.04,0.30,0.70,-0.18,-0.63
21719564361,4,31.35,0,1363.25,-0.86,0.09,0.00,0.04,0.30,0.70,-0.18,-0.63
21719686415,4,31.35,0,1363.25,-0.59,0.10,-0.03,0.02,0.30,0.70,-0.18,-0.63
21719815869,4,31.82,0,1363.25,-0.38,0.09,-0.03,0.04,0.30,0.70,-0.18,-0.63
21719936415,4,31.35,0,1363.25,-0.26,0.08,-0.01,0.04,0.30,0.70,-0.18,-0.63
21720061417,4,31.35,0,1363.25,-0.17,0.10,-0.05,0.02,0.30,0.70,-0.18,-0.63
21720186419,4,31.82,0,1362.25,-3.13,0.09,-0.05,0.02,0.30,0.70,-0.18,-0.63
21720311418,4,31.82,0,1362.25,-2.07,0.09,-0.05,0.03,0.30,0.70,-0.18,-0.63
21720436417,4,31.35,0,1362.25,-1.42,0.09,-0.04,0.03,0.30,0.70,-0.18,-0.63
21720561417,4,31.35,0,1362.25,-0.94,0.08,-0.06,0.01,0.30,0.70,-0.18,-0.63
21720686415,4,31.35,0,1362.25,-0.64,0.08,-0.03,0.01,0.30,0.70,-0.18,-0.63
21720812740,4,31.82,0,1362.25,-0.42,0.09,-0.06,0.00,0.30,0.70,-0.18,-0.63
21720936416,4,31.35,0,1362.25,-0.29,0.08,-0.03,0.03,0.30,0.70,-0.18,-0.63
21721061417,4,31.82,0,1362.25,-0.19,0.08,-0.05,0.02,0.30,0.70,-0.18,-0.63
21721186416,4,31.82,0,1362.38,0.24,0.10,-0.03,0.03,0.30,0.70,-0.18,-0.63
21721311991,4,31.35,0,1362.38,0.16,0.08,-0.04,0.03,0.30,0.70,-0.18,-0.63
21721436415,4,31.82,0,1362.38,0.11,0.09,-0.06,0.03,0.30,0.70,-0.18,-0.63
21721562765,4,31.35,0,1362.38,0.08,0.08,-0.05,0.03,0.30,0.70,-0.18,-0.63
