#version,serial,flight,time,state,state_name,acceleration,pressure,altitude,height,speed,temperature,drogue_voltage,main_voltage,battery_voltage
6, 10475, 3,    -0.14, 3,   boost,   42.36,  91432.00,  858.13,   23.31,   57.59, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,    -0.13, 3,   boost,   44.61,  91418.00,  859.39,   24.58,   58.42, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,    -0.12, 3,   boost,   46.94,  91406.00,  860.48,   25.67,   59.26, 31.4, 8.34, 8.35, 8.40
6, 10475, 3,    -0.11, 3,   boost,   49.35,  91398.00,  861.20,   26.39,   60.10, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,    -0.10, 3,   boost,   51.84,  91391.00,  861.84,   27.02,   60.96, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,    -0.09, 3,   boost,   54.40,  91365.00,  864.19,   29.38,   61.83, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,    -0.08, 3,   boost,   57.03,  91355.00,  865.10,   30.28,   62.71, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,    -0.07, 3,   boost,   59.73,  91338.00,  866.63,   31.82,   63.61, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,    -0.06, 3,   boost,   62.48,  91330.00,  867.36,   32.54,   64.51, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,    -0.05, 3,   boost,   65.28,  91315.00,  868.72,   33.90,   65.42, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,    -0.04, 3,   boost,   68.12,  91302.00,  869.89,   35.08,   66.35, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,    -0.03, 3,   boost,   70.99,  91281.00,  871.80,   36.98,   67.28, 31.4, 8.34, 8.35, 8.40
6, 10475, 3,    -0.02, 3,   boost,   73.88,  91262.00,  873.52,   38.70,   68.23, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,    -0.01, 3,   boost,   76.77,  91249.00,  874.70,   39.88,   69.18, 31.4, 8.34, 8.35, 8.41
6, 10475, 3,     0.00, 3,   boost,   79.66,  91228.00,  876.60,   41.78,   70.15, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.00, 3,   boost,   79.66,  91228.00,  876.60,   41.78,   70.15, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.00, 3,   boost,   79.66,  91228.00,  876.60,   41.78,   70.15, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.00, 3,   boost,   79.66,  91228.00,  876.60,   41.78,   70.15, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.00, 3,   boost,   79.66,  91228.00,  876.60,   41.78,   70.15, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.00, 3,   boost,   79.66,  91228.00,  876.60,   41.78,   70.15, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.00, 3,   boost,   79.66,  91228.00,  876.60,   41.78,   70.15, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.00, 3,   boost,   79.66,  91228.00,  876.60,   41.78,   70.15, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.00, 3,   boost,   79.66,  91228.00,  876.60,   41.78,   70.15, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.00, 3,   boost,   79.66,  91228.00,  876.60,   41.78,   70.15, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.00, 3,   boost,   79.66,  91228.00,  876.60,   41.78,   70.15, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.00, 3,   boost,   79.66,  91228.00,  876.60,   41.78,   70.15, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.00, 3,   boost,   79.66,  91228.00,  876.60,   41.78,   70.15, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.00, 3,   boost,   79.66,  91228.00,  876.60,   41.78,   70.15, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.00, 3,   boost,   79.66,  91228.00,  876.60,   41.78,   70.15, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.00, 3,   boost,   79.66,  91228.00,  876.60,   41.78,   70.15, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.00, 3,   boost,   79.66,  91228.00,  876.60,   41.78,   70.15, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.01, 3,   boost,   82.53,  91212.00,  878.05,   43.23,   71.13, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.02, 3,   boost,   85.37,  91197.00,  879.41,   44.59,   72.12, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.03, 3,   boost,   88.16,  91177.00,  881.22,   46.41,   73.12, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.04, 3,   boost,   90.89,  91164.00,  882.40,   47.59,   74.13, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.05, 3,   boost,   93.55,  91146.00,  884.03,   49.22,   75.15, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.06, 3,   boost,   96.13,  91128.00,  885.67,   50.85,   76.19, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.07, 3,   boost,   98.61,  91112.00,  887.12,   52.30,   77.23, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.08, 3,   boost,  100.98,  91098.00,  888.39,   53.57,   78.29, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.09, 3,   boost,  103.23,  91079.00,  890.11,   55.30,   79.36, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.10, 3,   boost,  105.36,  91063.00,  891.56,   56.75,   80.43, 31.4, 8.34, 8.34, 8.41
6, 10475, 3,     0.11, 3,   boost,  107.36,  91051.00,  892.65,   57.84,   81.52, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.12, 3,   boost,  109.23,  91051.00,  892.65,   57.84,   82.62, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.13, 3,   boost,  110.96,  91033.00,  894.29,   59.47,   83.73, 31.4, 8.34, 8.35, 8.40
6, 10475, 3,     0.14, 3,   boost,  112.55,  91001.00,  897.19,   62.38,   84.85, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.15, 3,   boost,  114.01,  90972.00,  899.83,   65.01,   85.98, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.16, 3,   boost,  115.34,  90957.00,  901.19,   66.37,   87.12, 31.4, 8.34, 8.35, 8.40
6, 10475, 3,     0.17, 3,   boost,  116.55,  90937.00,  903.01,   68.19,   88.27, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.18, 3,   boost,  117.63,  90927.00,  903.91,   69.10,   89.43, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.19, 3,   boost,  118.61,  90906.00,  905.82,   71.01,   90.60, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.20, 3,   boost,  119.49,  90900.00,  906.37,   71.55,   91.78, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.21, 3,   boost,  120.29,  90883.00,  907.91,   73.10,   92.97, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.22, 3,   boost,  121.00,  90875.00,  908.64,   73.83,   94.17, 31.4, 8.34, 8.34, 8.41
6, 10475, 3,     0.23, 3,   boost,  121.65,  90875.00,  908.64,   73.83,   95.38, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.24, 3,   boost,  122.25,  90853.00,  910.64,   75.83,   96.59, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.25, 3,   boost,  122.81,  90838.00,  912.00,   77.19,   97.82, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.26, 3,   boost,  123.34,  90827.00,  913.01,   78.19,   99.06, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.27, 3,   boost,  123.85,  90812.00,  914.37,   79.55,  100.31, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.28, 3,   boost,  124.34,  90794.00,  916.01,   81.19,  101.56, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.29, 3,   boost,  124.84,  90782.00,  917.10,   82.28,  102.82, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.30, 3,   boost,  125.34,  90760.00,  919.10,   84.29,  104.09, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.31, 3,   boost,  125.85,  90749.00,  920.10,   85.29,  105.37, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.32, 3,   boost,  126.38,  90739.00,  921.01,   86.20,  106.65, 31.4, 8.34, 8.35, 8.40
6, 10475, 3,     0.33, 3,   boost,  126.92,  90731.00,  921.74,   86.93,  107.95, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.34, 3,   boost,  127.49,  90731.00,  921.74,   86.93,  109.25, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.35, 3,   boost,  128.07,  90708.00,  923.83,   89.02,  110.55, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.36, 3,   boost,  128.68,  90689.00,  925.56,   90.75,  111.87, 31.3, 8.34, 8.35, 8.40
6, 10475, 3,     0.37, 3,   boost,  129.26,  90691.00,  925.38,   90.57,  113.19, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.38, 3,   boost,  129.82,  90682.00,  926.20,   91.39,  114.52, 31.3, 8.34, 8.34, 8.41
6, 10475, 3,     0.39, 3,   boost,  130.36,  90670.00,  927.29,   92.48,  115.85, 31.3, 8.37, 8.34, 8.40
6, 10475, 3,     0.40, 3,   boost,  130.88,  90657.00,  928.48,   93.66,  117.19, 31.4, 8.35, 8.34, 8.40
6, 10475, 3,     0.41, 3,   boost,  131.37,  90650.00,  929.12,   94.30,  118.53, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.42, 3,   boost,  131.84,  90640.00,  930.03,   95.21,  119.88, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.43, 3,   boost,  132.29,  90641.00,  929.94,   95.12,  121.24, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.44, 3,   boost,  132.71,  90630.00,  930.94,   96.12,  122.60, 31.4, 8.34, 8.34, 8.41
6, 10475, 3,     0.45, 3,   boost,  133.11,  90630.00,  930.94,   96.12,  123.97, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.46, 3,   boost,  133.48,  90607.00,  933.03,   98.22,  125.34, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.47, 3,   boost,  133.83,  90586.00,  934.95,  100.13,  126.72, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.48, 3,   boost,  134.16,  90579.00,  935.59,  100.77,  128.10, 31.3, 8.35, 8.35, 8.40
6, 10475, 3,     0.49, 3,   boost,  134.46,  90570.00,  936.41,  101.59,  129.48, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.50, 3,   boost,  134.73,  90570.00,  936.41,  101.59,  130.87, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.51, 3,   boost,  134.98,  90573.00,  936.13,  101.32,  132.27, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.52, 3,   boost,  135.20,  90578.00,  935.68,  100.86,  133.66, 31.3, 8.34, 8.34, 8.41
6, 10475, 3,     0.53, 3,   boost,  135.39,  90568.00,  936.59,  101.77,  135.06, 31.3, 8.37, 8.34, 8.40
6, 10475, 3,     0.54, 3,   boost,  135.56,  90565.00,  936.86,  102.05,  136.46, 31.3, 8.35, 8.34, 8.41
6, 10475, 3,     0.55, 3,   boost,  135.70,  90568.00,  936.59,  101.77,  137.86, 31.4, 8.34, 8.34, 8.41
6, 10475, 3,     0.56, 3,   boost,  135.81,  90568.00,  936.59,  101.77,  139.27, 31.4, 8.34, 8.34, 8.40
6, 10475, 3,     0.57, 3,   boost,  135.90,  90562.00,  937.14,  102.32,  140.68, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.58, 3,   boost,  135.96,  90541.00,  939.05,  104.24,  142.09, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.59, 3,   boost,  135.99,  90540.00,  939.14,  104.33,  143.50, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.60, 3,   boost,  135.99,  90526.00,  940.42,  105.60,  144.91, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.61, 3,   boost,  135.97,  90509.00,  941.97,  107.15,  146.32, 31.3, 8.35, 8.34, 8.40
6, 10475, 3,     0.62, 3,   boost,  135.92,  90490.00,  943.70,  108.89,  147.73, 31.3, 8.35, 8.34, 8.40
6, 10475, 3,     0.63, 3,   boost,  135.84,  90482.00,  944.43,  109.62,  149.14, 31.3, 8.35, 8.34, 8.40
6, 10475, 3,     0.64, 3,   boost,  135.74,  90459.00,  946.53,  111.72,  150.55, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.65, 3,   boost,  135.61,  90457.00,  946.71,  111.90,  151.96, 31.3, 8.35, 8.34, 8.40
6, 10475, 3,     0.66, 3,   boost,  135.44,  90450.00,  947.35,  112.54,  153.36, 31.3, 8.34, 8.34, 8.41
6, 10475, 3,     0.67, 3,   boost,  135.26,  90450.00,  947.35,  112.54,  154.77, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.68, 3,   boost,  135.04,  90428.00,  949.36,  114.54,  156.17, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.69, 3,   boost,  134.80,  90404.00,  951.55,  116.74,  157.57, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.70, 3,   boost,  134.53,  90399.00,  952.01,  117.19,  158.96, 31.3, 8.34, 8.35, 8.40
6, 10475, 3,     0.71, 3,   boost,  134.24,  90394.00,  952.46,  117.65,  160.36, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.72, 3,   boost,  133.92,  90383.00,  953.47,  118.65,  161.74, 31.3, 8.35, 8.34, 8.40
6, 10475, 3,     0.73, 3,   boost,  133.57,  90363.00,  955.29,  120.48,  163.13, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.74, 3,   boost,  133.20,  90350.00,  956.48,  121.67,  164.51, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.75, 3,   boost,  132.80,  90332.00,  958.13,  123.31,  165.89, 31.3, 8.35, 8.34, 8.40
6, 10475, 3,     0.76, 3,   boost,  132.38,  90320.00,  959.22,  124.41,  167.26, 31.3, 8.34, 8.35, 8.40
6, 10475, 3,     0.77, 3,   boost,  131.93,  90295.00,  961.51,  126.69,  168.62, 31.3, 8.34, 8.34, 8.41
6, 10475, 3,     0.78, 3,   boost,  131.45,  90295.00,  961.51,  126.69,  169.98, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.79, 3,   boost,  130.96,  90285.00,  962.42,  127.61,  171.34, 31.3, 8.34, 8.35, 8.40
6, 10475, 3,     0.80, 3,   boost,  130.44,  90253.00,  965.35,  130.53,  172.69, 31.3, 8.34, 8.35, 8.40
6, 10475, 3,     0.81, 3,   boost,  129.89,  90231.00,  967.36,  132.54,  174.03, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.82, 3,   boost,  129.32,  90210.00,  969.28,  134.46,  175.36, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.83, 3,   boost,  128.74,  90196.00,  970.56,  135.74,  176.69, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.84, 3,   boost,  128.12,  90180.00,  972.02,  137.21,  178.01, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.85, 3,   boost,  127.49,  90150.00,  974.77,  139.95,  179.33, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.86, 3,   boost,  126.84,  90136.00,  976.05,  141.23,  180.63, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.87, 3,   boost,  126.17,  90117.00,  977.79,  142.97,  181.93, 31.3, 8.35, 8.34, 8.40
6, 10475, 3,     0.88, 3,   boost,  125.47,  90096.00,  979.71,  144.89,  183.23, 31.3, 8.35, 8.34, 8.41
6, 10475, 3,     0.89, 3,   boost,  124.76,  90096.00,  979.71,  144.89,  184.52, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.90, 3,   boost,  124.03,  90079.00,  981.26,  146.45,  185.80, 31.3, 8.34, 8.35, 8.40
6, 10475, 3,     0.91, 3,   boost,  123.28,  90037.00,  985.11,  150.30,  187.07, 31.3, 8.35, 8.34, 8.40
6, 10475, 3,     0.92, 3,   boost,  122.52,  90026.00,  986.12,  151.30,  188.34, 31.3, 8.34, 8.35, 8.40
6, 10475, 3,     0.93, 3,   boost,  121.74,  90007.00,  987.86,  153.04,  189.60, 31.3, 8.34, 8.35, 8.40
6, 10475, 3,     0.94, 3,   boost,  120.94,  89997.00,  988.78,  153.96,  190.85, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.95, 3,   boost,  120.13,  89970.00,  991.25,  156.43,  192.09, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.96, 3,   boost,  119.30,  89946.00,  993.45,  158.63,  193.32, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.97, 3,   boost,  118.46,  89925.00,  995.37,  160.56,  194.54, 31.3, 8.35, 8.34, 8.40
6, 10475, 3,     0.98, 3,   boost,  117.61,  89903.00,  997.39,  162.58,  195.75, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     0.99, 3,   boost,  116.75,  89888.00,  998.77,  163.95,  196.95, 31.3, 8.34, 8.34, 8.41
6, 10475, 3,     1.00, 3,   boost,  115.87,  89888.00,  998.77,  163.95,  198.14, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.01, 3,   boost,  114.99,  89866.00, 1000.79,  165.97,  199.32, 31.3, 8.34, 8.35, 8.40
6, 10475, 3,     1.02, 3,   boost,  114.09,  89833.00, 1003.81,  169.00,  200.49, 31.3, 8.35, 8.34, 8.40
6, 10475, 3,     1.03, 3,   boost,  113.18,  89806.00, 1006.29,  171.48,  201.65, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.04, 3,   boost,  112.27,  89789.00, 1007.85,  173.04,  202.80, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.05, 3,   boost,  111.35,  89775.00, 1009.14,  174.32,  203.93, 31.3, 8.35, 8.34, 8.40
6, 10475, 3,     1.06, 3,   boost,  110.42,  89734.00, 1012.90,  178.09,  205.06, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.07, 3,   boost,  109.48,  89716.00, 1014.56,  179.74,  206.17, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.08, 3,   boost,  108.54,  89688.00, 1017.13,  182.31,  207.27, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.09, 3,   boost,  107.60,  89663.00, 1019.43,  184.61,  208.36, 31.3, 8.35, 8.34, 8.40
6, 10475, 3,     1.10, 3,   boost,  106.65,  89633.00, 1022.18,  187.37,  209.44, 31.3, 8.34, 8.34, 8.41
6, 10475, 3,     1.11, 3,   boost,  105.69,  89633.00, 1022.18,  187.37,  210.51, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.12, 3,   boost,  104.74,  89597.00, 1025.49,  190.68,  211.57, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.13, 3,   boost,  103.78,  89544.00, 1030.37,  195.55,  212.62, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.14, 3,   boost,  102.82,  89516.00, 1032.94,  198.13,  213.65, 31.3, 8.35, 8.34, 8.40
6, 10475, 3,     1.15, 3,   boost,  101.86,  89487.00, 1035.61,  200.80,  214.68, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.16, 3,   boost,  100.90,  89462.00, 1037.92,  203.10,  215.69, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.17, 3,   boost,   99.94,  89447.00, 1039.30,  204.48,  216.69, 31.3, 8.34, 8.35, 8.40
6, 10475, 3,     1.18, 3,   boost,   98.98,  89417.00, 1042.06,  207.24,  217.68, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.19, 3,   boost,   98.03,  89384.00, 1045.10,  210.29,  218.67, 31.3, 8.35, 8.34, 8.40
6, 10475, 3,     1.20, 3,   boost,   97.07,  89359.00, 1047.40,  212.59,  219.63, 31.3, 8.35, 8.34, 8.38
6, 10475, 3,     1.21, 3,   boost,   96.12,  89322.00, 1050.81,  216.00,  220.59, 31.3, 8.34, 8.34, 8.41
6, 10475, 3,     1.22, 3,   boost,   95.18,  89322.00, 1050.81,  216.00,  221.54, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.23, 3,   boost,   94.23,  89293.00, 1053.49,  218.67,  222.49, 31.3, 8.34, 8.35, 8.40
6, 10475, 3,     1.24, 3,   boost,   93.29,  89251.00, 1057.36,  222.55,  223.41, 31.3, 8.35, 8.35, 8.40
6, 10475, 3,     1.25, 3,   boost,   92.36,  89234.00, 1058.93,  224.12,  224.34, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.26, 3,   boost,   91.43,  89210.00, 1061.14,  226.33,  225.24, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.27, 3,   boost,   90.50,  89182.00, 1063.73,  228.91,  226.14, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.28, 3,   boost,   89.59,  89159.00, 1065.85,  231.04,  227.03, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.29, 3,   boost,   88.68,  89130.00, 1068.53,  233.72,  227.92, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.30, 3,   boost,   87.77,  89109.00, 1070.47,  235.65,  228.79, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.31, 3,   boost,   86.87,  89090.00, 1072.22,  237.41,  229.65, 31.3, 8.35, 8.34, 8.40
6, 10475, 3,     1.32, 3,   boost,   85.98,  89057.00, 1075.27,  240.46,  230.50, 31.3, 8.34, 8.34, 8.41
6, 10475, 3,     1.33, 3,   boost,   85.10,  89057.00, 1075.27,  240.46,  231.34, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.34, 3,   boost,   84.23,  89028.00, 1077.95,  243.14,  232.17, 31.3, 8.34, 8.35, 8.40
6, 10475, 3,     1.35, 3,   boost,   83.36,  88972.00, 1083.13,  248.32,  233.00, 31.3, 8.35, 8.34, 8.40
6, 10475, 3,     1.36, 3,   boost,   82.50,  88949.00, 1085.26,  250.44,  233.82, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.37, 3,   boost,   81.65,  88922.00, 1087.76,  252.94,  234.62, 31.3, 8.34, 8.35, 8.40
6, 10475, 3,     1.38, 3,   boost,   80.81,  88893.00, 1090.44,  255.63,  235.42, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.39, 3,   boost,   79.97,  88865.00, 1093.03,  258.22,  236.21, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.40, 3,   boost,   79.14,  88846.00, 1094.79,  259.98,  236.99, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.41, 3,   boost,   78.32,  88814.00, 1097.75,  262.94,  237.77, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.42, 3,   boost,   77.51,  88789.00, 1100.07,  265.26,  238.53, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.43, 3,   boost,   76.71,  88758.00, 1102.94,  268.13,  239.29, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.44, 3,   boost,   75.91,  88758.00, 1102.94,  268.13,  240.04, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.45, 3,   boost,   75.13,  88732.00, 1105.35,  270.54,  240.78, 31.3, 8.34, 8.35, 8.40
6, 10475, 3,     1.46, 3,   boost,   74.34,  88691.00, 1109.15,  274.34,  241.52, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.47, 3,   boost,   73.57,  88659.00, 1112.12,  277.31,  242.25, 31.3, 8.34, 8.35, 8.40
6, 10475, 3,     1.48, 3,   boost,   72.80,  88634.00, 1114.44,  279.62,  242.97, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.49, 3,   boost,   72.04,  88607.00, 1116.94,  282.13,  243.68, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.50, 3,   boost,   71.28,  88570.00, 1120.38,  285.56,  244.39, 31.3, 8.34, 8.35, 8.40
6, 10475, 3,     1.51, 3,   boost,   70.53,  88552.00, 1122.05,  287.23,  245.09, 31.3, 8.35, 8.34, 8.40
6, 10475, 3,     1.52, 3,   boost,   69.78,  88505.00, 1126.41,  291.60,  245.78, 31.3, 8.34, 8.35, 8.40
6, 10475, 3,     1.53, 3,   boost,   69.04,  88489.00, 1127.90,  293.08,  246.46, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.54, 3,   boost,   68.30,  88452.00, 1131.34,  296.52,  247.14, 31.3, 8.34, 8.34, 8.41
6, 10475, 3,     1.55, 3,   boost,   67.57,  88452.00, 1131.34,  296.52,  247.81, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.56, 3,   boost,   66.83,  88425.00, 1133.85,  299.03,  248.48, 31.3, 8.34, 8.35, 8.40
6, 10475, 3,     1.57, 3,   boost,   66.10,  88391.00, 1137.01,  302.19,  249.14, 31.3, 8.35, 8.34, 8.40
6, 10475, 3,     1.58, 3,   boost,   65.37,  88380.00, 1138.03,  303.22,  249.79, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.59, 3,   boost,   64.64,  88355.00, 1140.35,  305.54,  250.44, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.60, 3,   boost,   63.91,  88318.00, 1143.80,  308.98,  251.08, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.61, 3,   boost,   63.19,  88288.00, 1146.59,  311.77,  251.71, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.62, 3,   boost,   62.46,  88275.00, 1147.80,  312.98,  252.34, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.63, 3,   boost,   61.72,  88248.00, 1150.31,  315.50,  252.96, 31.3, 8.35, 8.34, 8.40
6, 10475, 3,     1.64, 3,   boost,   60.99,  88218.00, 1153.10,  318.29,  253.58, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.65, 3,   boost,   60.26,  88184.00, 1156.27,  321.46,  254.19, 31.3, 8.34, 8.34, 8.41
6, 10475, 3,     1.66, 3,   boost,   59.52,  88184.00, 1156.27,  321.46,  254.79, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.67, 3,   boost,   58.77,  88146.00, 1159.81,  325.00,  255.39, 31.3, 8.34, 8.35, 8.40
6, 10475, 3,     1.68, 3,   boost,   58.03,  88113.00, 1162.89,  328.07,  255.98, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.69, 3,   boost,   57.27,  88077.00, 1166.24,  331.43,  256.57, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.70, 3,   boost,   56.51,  88052.00, 1168.57,  333.76,  257.15, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.71, 3,   boost,   55.75,  88021.00, 1171.47,  336.65,  257.73, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.72, 3,   boost,   54.98,  88004.00, 1173.05,  338.24,  258.30, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.73, 3,   boost,   54.20,  87982.00, 1175.11,  340.29,  258.86, 31.3, 8.35, 8.35, 8.40
6, 10475, 3,     1.74, 3,   boost,   53.41,  87950.00, 1178.09,  343.28,  259.42, 31.3, 8.34, 8.34, 8.40
6, 10475, 3,     1.75, 3,   boost,   52.62,  87921.00, 1180.80,  345.99,  259.97, 31.3, 8.34, 8.34, 8.40
